"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Correct;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;5;1;1;1;3;3;true;1131;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;7;3;1;1;3;3;true;1159;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;7;3;1;1;1;1;true;1176;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;7;3;1;1;2;2;true;852;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;3;1;1;1;5;5;true;1485;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;7;3;1;1;6;6;true;1219;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;1;3;1;1;6;6;true;1518;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;2;2;1;1;1;1;true;1155;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;6;2;1;1;5;5;true;2339;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;2;2;1;1;3;3;true;1722;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;5;1;1;1;4;4;true;1454;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;4;0;1;1;5;5;true;1482;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;3;1;1;1;4;4;true;1718;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;2;2;1;1;7;7;true;1511;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;2;2;1;1;1;1;true;1284;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;7;3;1;1;7;7;true;1155;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;7;3;1;1;1;1;true;1062;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;7;3;1;1;3;3;true;963;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;4;0;1;1;5;5;true;1216;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;5;1;1;1;1;1;true;786;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;3;1;1;1;2;2;true;1480;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;2;2;1;1;5;5;true;1286;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;1;3;1;1;2;2;true;4391;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;1;3;1;1;1;1;true;885;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;3;1;1;1;4;4;true;1258;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;4;0;1;1;2;2;true;3647;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;4;0;1;1;3;3;true;1093;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;1;3;1;1;2;2;true;1114;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;4;0;1;1;2;2;true;1121;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;6;2;1;1;7;7;true;1326;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;5;1;1;1;4;4;true;3308;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;6;2;1;1;2;2;true;1728;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;2;2;1;1;2;2;true;1138;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;7;3;1;1;4;4;true;1499;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;6;2;1;1;5;5;true;990;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;4;0;1;1;7;7;true;3328;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;2;2;1;1;2;2;true;1506;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;5;1;1;1;1;1;true;1947;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;1;3;1;1;6;6;true;1719;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;6;2;1;1;7;7;true;2967;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";10;2;2;1;1;4;4;true;1342;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;3;1;1;1;2;2;true;2040;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;1;3;1;1;4;4;true;1496;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";2;3;1;1;1;7;7;true;1768;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;3;1;1;1;4;4;true;1589;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;1;3;1;1;6;6;true;1593;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;2;2;1;1;5;5;true;1486;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;3;1;1;1;3;3;true;1315;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;1;3;1;1;3;3;true;997;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;3;1;1;1;4;4;true;1444;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;1;3;1;1;7;7;true;1261;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;3;1;1;1;3;3;true;1997;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;7;3;1;1;3;3;true;1038;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;3;1;1;1;1;1;true;1504;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;2;2;1;1;4;4;true;1289;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;6;2;1;1;3;3;true;1181;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";4;7;3;1;1;6;6;true;1105;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";Dynamic;5;1;1;1;1;1;true;935;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;5;1;1;1;4;4;true;1767;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";8;2;2;1;1;5;5;true;1136;
"between 18 and (excluding) 25";"Undergraduate student (BSc not yet finished)";"computer science related (such as information systems, aka WiInf)";"more than 1 year, but less than or equal 3 years";6;4;0;1;1;4;4;true;1109;
