"Age";"Status";"Studies";"YearsOfExperience";Noise;Length;Level;Distance_from_Center;Overlap_Above_Percent;Overlap_Below_Percent;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;4;1;0;100;1;8;1;false;524;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;4;1;0;100;1;9;1;false;433;
"undefined";"undefined";"undefined";"undefined";Noise;6;3;2;65;95;1;4;1;false;699;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;3;2;0;100;1;1;1;true;519;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;6;1;65;95;1;2;1;false;442;
"undefined";"undefined";"undefined";"undefined";Noise;14;6;1;65;95;1;1;1;true;481;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;5;0;0;100;1;6;1;false;450;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;3;2;0;100;1;3;1;false;521;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;6;1;0;100;1;3;1;false;472;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;3;2;0;100;1;4;1;false;409;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;7;2;65;95;1;3;1;false;483;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;7;2;0;100;1;5;1;false;398;
"undefined";"undefined";"undefined";"undefined";Noise;6;5;0;65;95;1;5;1;false;597;
"undefined";"undefined";"undefined";"undefined";Noise;10;6;1;65;95;1;9;1;false;435;
"undefined";"undefined";"undefined";"undefined";Noise;14;7;2;65;95;1;9;1;false;434;
"undefined";"undefined";"undefined";"undefined";Noise;10;7;2;65;95;1;5;1;false;709;
"undefined";"undefined";"undefined";"undefined";Noise;10;5;0;65;95;1;2;1;false;638;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;3;2;0;100;1;8;1;false;415;
"undefined";"undefined";"undefined";"undefined";Noise;10;5;0;65;95;1;5;1;false;444;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;5;0;0;100;1;6;1;false;435;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;4;1;0;100;1;8;1;false;483;
"undefined";"undefined";"undefined";"undefined";Noise;6;6;1;65;95;1;8;1;false;573;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;7;2;65;95;1;1;1;true;468;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;4;1;0;100;1;3;1;false;472;
"undefined";"undefined";"undefined";"undefined";Noise;6;5;0;65;95;1;7;1;false;544;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;5;0;0;100;1;2;1;false;385;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;3;2;0;100;1;3;1;false;395;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;5;0;65;95;1;1;1;true;396;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;7;2;0;100;1;8;1;false;411;
"undefined";"undefined";"undefined";"undefined";Noise;14;6;1;65;95;1;7;1;false;419;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;6;1;0;100;1;2;1;false;474;
"undefined";"undefined";"undefined";"undefined";Noise;14;4;1;65;95;1;9;1;false;445;
"undefined";"undefined";"undefined";"undefined";Noise;6;3;2;65;95;1;6;1;false;652;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;3;2;65;95;1;9;1;false;394;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;4;1;0;100;1;8;1;false;411;
"undefined";"undefined";"undefined";"undefined";Noise;14;5;0;65;95;1;5;1;false;522;
"undefined";"undefined";"undefined";"undefined";Noise;6;5;0;65;95;1;8;1;false;747;
"undefined";"undefined";"undefined";"undefined";Noise;10;6;1;65;95;1;5;1;false;436;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;4;1;0;100;1;6;1;false;441;
"undefined";"undefined";"undefined";"undefined";Noise;10;6;1;65;95;1;7;1;false;388;
"undefined";"undefined";"undefined";"undefined";Noise;6;6;1;65;95;1;6;1;false;398;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;6;1;0;100;1;6;1;false;443;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;4;1;0;100;1;2;1;false;396;
"undefined";"undefined";"undefined";"undefined";Noise;10;4;1;65;95;1;3;1;false;543;
"undefined";"undefined";"undefined";"undefined";Noise;14;4;1;65;95;1;2;1;false;446;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;6;1;0;100;1;2;1;false;404;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;5;0;0;100;1;2;1;false;379;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;5;0;0;100;1;8;1;false;584;
"undefined";"undefined";"undefined";"undefined";Noise;10;4;1;65;95;1;6;1;false;481;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;5;0;0;100;1;9;1;false;402;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;4;1;65;95;1;1;1;true;385;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;6;1;65;95;1;1;1;true;383;
"undefined";"undefined";"undefined";"undefined";Noise;6;3;2;65;95;1;2;1;false;677;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;7;2;0;100;1;5;1;false;440;
"undefined";"undefined";"undefined";"undefined";Noise;6;4;1;65;95;1;9;1;false;633;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;5;0;0;100;1;1;1;true;364;
"undefined";"undefined";"undefined";"undefined";Noise;14;6;1;65;95;1;3;1;false;384;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;6;1;0;100;1;6;1;false;448;
"undefined";"undefined";"undefined";"undefined";Noise;6;7;2;65;95;1;6;1;false;485;
"undefined";"undefined";"undefined";"undefined";Noise;14;3;2;65;95;1;3;1;false;440;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;3;2;0;100;1;8;1;false;498;
"undefined";"undefined";"undefined";"undefined";Noise;10;7;2;65;95;1;4;1;false;468;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;3;2;0;100;1;8;1;false;429;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;4;1;0;100;1;8;1;false;435;
"undefined";"undefined";"undefined";"undefined";Noise;14;5;0;65;95;1;8;1;false;501;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;7;2;0;100;1;9;1;false;470;
"undefined";"undefined";"undefined";"undefined";Noise;10;4;1;65;95;1;3;1;false;458;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;6;1;0;100;1;6;1;false;404;
"undefined";"undefined";"undefined";"undefined";Noise;10;4;1;65;95;1;2;1;false;459;
"undefined";"undefined";"undefined";"undefined";Noise;6;6;1;65;95;1;3;1;false;512;
"undefined";"undefined";"undefined";"undefined";Noise;6;3;2;65;95;1;3;1;false;587;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;7;2;0;100;1;7;1;false;419;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;3;2;0;100;1;2;1;false;456;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;7;2;0;100;1;2;1;false;437;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;5;0;0;100;1;1;1;true;446;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;7;2;0;100;1;8;1;false;479;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;6;1;65;95;1;6;1;false;440;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;6;1;0;100;1;5;1;false;405;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;6;1;0;100;1;9;1;false;424;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;7;2;65;95;1;9;1;false;384;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;3;2;0;100;1;9;1;false;440;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;5;0;0;100;1;8;1;false;435;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;6;1;0;100;1;7;1;false;433;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;5;0;0;100;1;7;1;false;398;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;6;1;0;100;1;3;1;false;411;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;3;2;0;100;1;7;1;false;481;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;3;2;65;95;1;2;1;false;458;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;3;2;0;100;1;2;1;false;440;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;3;2;0;100;1;2;1;false;496;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;5;0;0;100;1;8;1;false;404;
"undefined";"undefined";"undefined";"undefined";Noise;6;7;2;65;95;1;3;1;false;461;
"undefined";"undefined";"undefined";"undefined";Noise;14;7;2;65;95;1;5;1;false;393;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;6;1;0;100;1;6;1;false;458;
"undefined";"undefined";"undefined";"undefined";Noise;14;3;2;65;95;1;9;1;false;442;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;7;2;0;100;1;1;1;true;415;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;6;1;0;100;1;7;1;false;438;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;5;0;65;95;1;2;1;false;436;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;5;0;0;100;1;2;1;false;448;
"undefined";"undefined";"undefined";"undefined";No_Noise;6;6;1;0;100;1;4;1;false;487;
"undefined";"undefined";"undefined";"undefined";No_Noise;14;5;0;0;100;1;8;1;false;476;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;4;1;0;100;1;3;1;false;428;
"undefined";"undefined";"undefined";"undefined";Noise;10;4;1;65;95;1;4;1;false;546;
"undefined";"undefined";"undefined";"undefined";No_Noise;Dynamic;7;2;0;100;1;2;1;false;416;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;6;1;65;95;1;4;1;false;435;
"undefined";"undefined";"undefined";"undefined";No_Noise;10;6;1;0;100;1;5;1;false;437;
"undefined";"undefined";"undefined";"undefined";Noise;10;6;1;65;95;1;1;1;true;434;
"undefined";"undefined";"undefined";"undefined";Noise;Dynamic;3;2;65;95;1;6;1;false;439;
