"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Density;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";8;9;2;4;1;9;1;false;666;
"undefined";"undefined";"undefined";"undefined";2;6;2;1;1;6;1;false;1149;
"undefined";"undefined";"undefined";"undefined";6;3;0;2;1;3;1;false;702;
"undefined";"undefined";"undefined";"undefined";2;1;4;4;1;1;1;true;887;
"undefined";"undefined";"undefined";"undefined";4;5;0;0;1;5;1;false;777;
"undefined";"undefined";"undefined";"undefined";2;8;0;3;1;8;1;false;985;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;1;1;true;758;
"undefined";"undefined";"undefined";"undefined";4;7;2;2;1;7;1;false;1147;
"undefined";"undefined";"undefined";"undefined";2;6;0;1;1;6;1;false;853;
"undefined";"undefined";"undefined";"undefined";8;1;0;4;1;1;1;true;632;
"undefined";"undefined";"undefined";"undefined";2;3;4;2;1;3;1;false;1719;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;806;
"undefined";"undefined";"undefined";"undefined";8;1;2;4;1;1;1;true;642;
"undefined";"undefined";"undefined";"undefined";2;3;2;2;1;3;1;false;1027;
"undefined";"undefined";"undefined";"undefined";6;4;2;1;1;4;1;false;951;
"undefined";"undefined";"undefined";"undefined";4;7;0;2;1;7;1;false;1083;
"undefined";"undefined";"undefined";"undefined";4;4;4;1;1;4;1;false;1338;
"undefined";"undefined";"undefined";"undefined";6;8;0;3;1;8;1;false;702;
"undefined";"undefined";"undefined";"undefined";2;7;2;2;1;7;1;false;1327;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;7;1;false;1155;
"undefined";"undefined";"undefined";"undefined";6;1;0;4;1;1;1;true;671;
"undefined";"undefined";"undefined";"undefined";2;4;0;1;1;4;1;false;1016;
"undefined";"undefined";"undefined";"undefined";2;5;2;0;1;5;1;false;1276;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;4;1;false;1282;
"undefined";"undefined";"undefined";"undefined";6;5;2;0;1;5;1;false;811;
"undefined";"undefined";"undefined";"undefined";2;6;4;1;1;6;1;false;1342;
"undefined";"undefined";"undefined";"undefined";4;3;2;2;1;3;1;false;1139;
"undefined";"undefined";"undefined";"undefined";2;8;2;3;1;8;1;false;1294;
"undefined";"undefined";"undefined";"undefined";2;8;2;3;1;8;1;false;944;
"undefined";"undefined";"undefined";"undefined";4;7;0;2;1;7;1;false;928;
"undefined";"undefined";"undefined";"undefined";8;6;2;1;1;6;1;false;936;
"undefined";"undefined";"undefined";"undefined";4;9;2;4;1;9;1;false;835;
"undefined";"undefined";"undefined";"undefined";6;3;2;2;1;3;1;false;830;
"undefined";"undefined";"undefined";"undefined";6;1;2;4;1;1;1;true;742;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;1;1;true;845;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;1;1;1;true;787;
"undefined";"undefined";"undefined";"undefined";4;3;2;2;1;3;1;false;1009;
"undefined";"undefined";"undefined";"undefined";6;2;2;3;1;2;1;false;828;
"undefined";"undefined";"undefined";"undefined";8;7;4;2;1;7;1;false;1142;
"undefined";"undefined";"undefined";"undefined";2;2;2;3;1;2;1;false;1000;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;1;9;1;false;809;
"undefined";"undefined";"undefined";"undefined";2;8;2;3;1;8;1;false;1109;
"undefined";"undefined";"undefined";"undefined";2;6;2;1;1;6;1;false;1164;
"undefined";"undefined";"undefined";"undefined";4;8;0;3;1;8;1;false;790;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;7;1;false;1377;
"undefined";"undefined";"undefined";"undefined";4;4;2;1;1;4;1;false;1075;
"undefined";"undefined";"undefined";"undefined";6;3;2;2;1;3;1;false;836;
"undefined";"undefined";"undefined";"undefined";2;9;4;4;1;9;1;false;953;
"undefined";"undefined";"undefined";"undefined";8;1;0;4;1;1;1;true;700;
"undefined";"undefined";"undefined";"undefined";2;1;0;4;1;1;1;true;693;
"undefined";"undefined";"undefined";"undefined";8;2;2;3;1;2;1;false;617;
"undefined";"undefined";"undefined";"undefined";4;6;4;1;1;6;1;false;1312;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;5;1;false;1470;
"undefined";"undefined";"undefined";"undefined";6;2;0;3;1;2;1;false;718;
"undefined";"undefined";"undefined";"undefined";6;9;2;4;1;9;1;false;842;
"undefined";"undefined";"undefined";"undefined";2;7;4;2;1;7;1;false;1369;
"undefined";"undefined";"undefined";"undefined";2;1;0;4;1;1;1;true;722;
"undefined";"undefined";"undefined";"undefined";2;3;0;2;1;3;1;false;890;
"undefined";"undefined";"undefined";"undefined";2;5;0;0;1;5;1;false;1027;
"undefined";"undefined";"undefined";"undefined";2;2;0;3;1;2;1;false;842;
"undefined";"undefined";"undefined";"undefined";2;3;2;2;1;3;1;false;1047;
"undefined";"undefined";"undefined";"undefined";6;8;2;3;1;8;1;false;766;
"undefined";"undefined";"undefined";"undefined";8;6;4;1;1;6;1;false;937;
"undefined";"undefined";"undefined";"undefined";8;2;4;3;1;2;1;false;1385;
"undefined";"undefined";"undefined";"undefined";8;5;4;0;1;5;1;false;945;
"undefined";"undefined";"undefined";"undefined";4;9;4;4;1;9;1;false;950;
"undefined";"undefined";"undefined";"undefined";8;5;2;0;1;5;1;false;934;
"undefined";"undefined";"undefined";"undefined";8;9;0;4;1;9;1;false;869;
"undefined";"undefined";"undefined";"undefined";6;2;0;3;1;2;1;false;773;
"undefined";"undefined";"undefined";"undefined";2;4;4;1;1;4;1;false;1358;
"undefined";"undefined";"undefined";"undefined";6;6;4;1;1;6;1;false;999;
"undefined";"undefined";"undefined";"undefined";4;6;2;1;1;6;1;false;962;
"undefined";"undefined";"undefined";"undefined";8;4;4;1;1;4;1;false;1013;
"undefined";"undefined";"undefined";"undefined";2;5;4;0;1;5;1;false;1547;
"undefined";"undefined";"undefined";"undefined";8;3;4;2;1;3;1;false;927;
"undefined";"undefined";"undefined";"undefined";6;5;0;0;1;5;1;false;812;
"undefined";"undefined";"undefined";"undefined";6;6;2;1;1;6;1;false;1044;
"undefined";"undefined";"undefined";"undefined";6;5;4;0;1;5;1;false;1029;
"undefined";"undefined";"undefined";"undefined";8;3;2;2;1;3;1;false;929;
"undefined";"undefined";"undefined";"undefined";8;7;0;2;1;7;1;false;807;
"undefined";"undefined";"undefined";"undefined";4;7;4;2;1;7;1;false;1377;
