"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Indentation_Type;Highlight_Position;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;5;1;false;783;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;10;1;false;410;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;5;1;false;404;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;8;1;false;723;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;Last;0;1;5;1;false;1125;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;5;1;false;996;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;10;1;false;898;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;8;1;false;1009;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;5;1;false;1007;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;9;1;false;727;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;Last;2;1;1;1;true;980;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;First;2;1;6;1;false;640;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;5;1;false;740;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;Last;2;1;7;1;false;834;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;5;1;false;621;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;First;1;1;9;1;false;551;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;Last;2;1;3;1;false;1237;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;Last;1;1;5;1;false;1348;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;4;1;false;746;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;10;1;false;967;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;2;1;false;656;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;First;1;1;8;1;false;516;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;8;1;false;586;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;6;1;false;650;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;3;1;false;733;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;First;2;1;9;1;false;621;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;4;1;false;597;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;7;1;false;842;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;9;1;false;560;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;First;2;1;10;1;false;706;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;Last;0;1;3;1;false;1158;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;9;1;false;672;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;Last;2;1;9;1;false;1001;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;First;1;1;8;1;false;482;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;1;1;true;994;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;4;1;false;536;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;3;1;false;495;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;5;1;false;715;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;2;1;false;603;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;7;1;false;795;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;3;1;false;920;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;8;1;false;1071;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;First;2;1;5;1;false;748;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;4;1;false;825;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;9;1;false;1283;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;9;1;false;475;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;9;1;false;519;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;4;1;false;1018;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;First;2;1;9;1;false;646;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;Last;2;1;4;1;false;974;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;9;1;false;907;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;5;1;false;473;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;4;1;false;854;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;First;1;1;9;1;false;646;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;5;1;false;532;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;2;1;false;1033;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;9;1;false;661;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;Last;1;1;4;1;false;936;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;First;1;1;3;1;false;527;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;10;1;false;854;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;7;1;false;546;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;3;1;false;716;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;5;1;false;662;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;4;1;false;573;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;8;1;false;497;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;2;1;false;1298;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;6;1;false;467;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;2;1;false;413;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;1;1;true;770;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;2;1;false;1017;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;7;1;false;538;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;Last;1;1;1;1;true;1119;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;2;1;false;802;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;9;1;false;677;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;8;1;false;584;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;Last;2;1;2;1;false;1365;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;8;1;false;619;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;7;1;false;821;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;7;1;false;720;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;6;1;false;789;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;10;1;false;450;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;5;1;false;869;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;5;1;false;520;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;8;1;false;777;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;Last;2;1;1;1;true;960;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;Last;2;1;6;1;false;1179;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;1;1;true;733;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;3;1;false;534;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;10;1;false;796;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;2;1;false;424;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;First;1;1;9;1;false;668;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;9;1;false;947;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;2;1;false;601;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;3;1;false;542;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;3;1;false;834;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;1;1;true;822;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;5;1;false;424;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;1;1;true;479;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;1;1;true;1400;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;10;1;false;968;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;8;1;false;426;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;Last;0;1;7;1;false;751;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;1;1;true;455;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;8;1;false;1024;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;1;1;true;1397;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;6;1;false;429;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;First;2;1;10;1;false;491;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;7;1;false;945;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;First;1;1;8;1;false;753;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;9;1;false;534;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;8;1;false;787;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;2;1;false;1241;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;Last;1;1;9;1;false;1187;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;4;1;false;491;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;2;1;false;1010;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;8;1;false;575;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;9;1;false;484;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;First;2;1;8;1;false;664;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;1;1;true;847;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;10;1;false;693;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;10;1;false;841;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;8;1;false;924;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;3;1;false;673;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;3;1;false;1138;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;3;1;false;468;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;3;1;false;936;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;7;1;false;472;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;2;1;false;622;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;Last;2;1;3;1;false;991;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;First;1;1;6;1;false;739;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;Last;2;1;2;1;false;709;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;9;1;false;558;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;10;1;false;736;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;8;1;false;996;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;7;1;false;891;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;7;1;false;612;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;5;1;false;948;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;9;1;false;556;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;10;1;false;535;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;First;2;1;10;1;false;528;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;4;1;false;764;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;Last;1;1;6;1;false;664;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;6;1;false;719;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;10;1;false;849;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;8;1;false;658;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;First;2;1;8;1;false;662;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;7;1;false;1042;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;First;2;1;1;1;true;601;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;Last;2;1;5;1;false;738;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;Last;1;1;7;1;false;789;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;8;1;false;717;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;5;1;false;537;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;3;1;false;998;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;9;1;false;472;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;5;1;false;554;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;3;1;false;973;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;First;1;1;5;1;false;680;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;1;1;true;1007;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;2;1;false;732;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;1;1;true;933;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;9;1;false;1237;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;First;1;1;10;1;false;822;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;9;1;false;1102;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;10;1;false;1080;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;10;1;false;508;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;9;1;false;483;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;5;1;false;542;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;7;1;false;491;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;First;1;1;9;1;false;437;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;1;1;true;533;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;1;1;true;1061;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;6;1;false;973;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;8;1;false;958;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;10;1;false;585;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;Last;2;1;5;1;false;1124;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;2;1;false;1024;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;First;1;1;3;1;false;595;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;8;1;false;544;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;Last;0;1;10;1;false;1120;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;4;1;false;944;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;6;1;false;849;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;7;1;false;808;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;9;1;false;679;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;5;1;false;1007;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;4;1;false;760;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;1;1;true;559;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;9;1;false;1037;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;2;1;false;1301;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;1;1;true;693;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;Last;1;1;8;1;false;1166;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;5;1;false;1314;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;10;1;false;1018;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;9;1;false;967;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;7;1;false;479;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;1;1;true;421;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;8;1;false;675;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;6;1;false;663;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;5;1;false;468;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;9;1;false;432;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;6;1;false;533;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;Last;0;1;9;1;false;1064;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;7;1;false;968;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;3;1;false;532;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;Last;2;1;9;1;false;964;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;6;1;false;609;
"undefined";"undefined";"undefined";"undefined";4;3;Symmetric;First;2;1;3;1;false;757;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;6;1;false;750;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;8;1;false;1786;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;2;1;false;741;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;6;1;false;1023;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;1;1;true;834;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;9;1;false;528;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;1;1;true;562;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;9;1;false;422;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;10;1;false;651;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;3;1;false;906;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;9;1;false;936;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;Last;0;1;3;1;false;826;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;8;1;false;614;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;1;1;true;1097;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;1;1;true;772;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;Last;0;1;2;1;false;898;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;4;1;false;530;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;First;0;1;8;1;false;740;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;First;2;1;10;1;false;539;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;First;1;1;2;1;false;428;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;9;1;false;472;
"undefined";"undefined";"undefined";"undefined";4;7;Symmetric;Last;2;1;5;1;false;827;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;7;1;false;851;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;Last;2;1;8;1;false;917;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;7;1;false;637;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;7;1;false;869;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;Last;0;1;6;1;false;901;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;5;1;false;442;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;Last;1;1;10;1;false;898;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;3;1;false;905;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;2;1;false;770;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;5;1;false;745;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;First;1;1;2;1;false;621;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;Last;2;1;2;1;false;915;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;4;1;false;625;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;Last;2;1;3;1;false;888;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;1;1;true;806;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;3;1;false;501;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;First;1;1;5;1;false;400;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;10;1;false;741;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;1;1;true;760;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;Last;2;1;6;1;false;927;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;10;1;false;491;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;4;1;false;1126;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;8;1;false;1496;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;4;1;false;748;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;5;1;false;526;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;10;1;false;1125;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;Last;1;1;8;1;false;963;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;First;2;1;8;1;false;737;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;5;1;false;850;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;Last;2;1;4;1;false;1169;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;First;1;1;6;1;false;702;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;Last;2;1;8;1;false;1281;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;3;1;false;583;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;6;1;false;600;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;2;1;false;530;
"undefined";"undefined";"undefined";"undefined";14;7;Asymmetric;First;2;1;3;1;false;476;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;Last;1;1;2;1;false;996;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;Last;2;1;10;1;false;958;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;Last;1;1;10;1;false;835;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;First;2;1;4;1;false;709;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;Last;1;1;2;1;false;853;
"undefined";"undefined";"undefined";"undefined";14;6;Asymmetric;First;1;1;3;1;false;479;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;1;1;true;562;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;6;1;false;481;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;First;2;1;6;1;false;597;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;Last;1;1;5;1;false;1095;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;First;0;1;8;1;false;865;
"undefined";"undefined";"undefined";"undefined";14;5;Symmetric;Last;0;1;2;1;false;952;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;10;1;false;518;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;First;1;1;5;1;false;707;
"undefined";"undefined";"undefined";"undefined";14;4;Symmetric;First;1;1;4;1;false;535;
"undefined";"undefined";"undefined";"undefined";14;7;Symmetric;Last;2;1;2;1;false;878;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;Last;0;1;1;1;true;1125;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;7;1;false;508;
"undefined";"undefined";"undefined";"undefined";14;3;Symmetric;First;2;1;3;1;false;494;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;First;1;1;6;1;false;418;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;First;2;1;4;1;false;505;
"undefined";"undefined";"undefined";"undefined";14;5;Asymmetric;First;0;1;3;1;false;494;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;7;1;false;749;
"undefined";"undefined";"undefined";"undefined";4;4;Asymmetric;First;1;1;2;1;false;825;
"undefined";"undefined";"undefined";"undefined";4;6;Symmetric;Last;1;1;4;1;false;949;
"undefined";"undefined";"undefined";"undefined";4;5;Symmetric;First;0;1;2;1;false;759;
"undefined";"undefined";"undefined";"undefined";14;3;Asymmetric;Last;2;1;10;1;false;1592;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;Last;1;1;4;1;false;1018;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;2;1;false;1239;
"undefined";"undefined";"undefined";"undefined";4;6;Asymmetric;First;1;1;9;1;false;950;
"undefined";"undefined";"undefined";"undefined";14;4;Asymmetric;Last;1;1;1;1;true;864;
"undefined";"undefined";"undefined";"undefined";4;7;Asymmetric;Last;2;1;6;1;false;974;
"undefined";"undefined";"undefined";"undefined";4;4;Symmetric;Last;1;1;5;1;false;1293;
"undefined";"undefined";"undefined";"undefined";14;6;Symmetric;Last;1;1;5;1;false;852;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;3;1;false;1294;
"undefined";"undefined";"undefined";"undefined";4;5;Asymmetric;Last;0;1;1;1;true;1148;
"undefined";"undefined";"undefined";"undefined";4;3;Asymmetric;Last;2;1;9;1;false;927;
