"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Density;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";150;2;2;3;1;4;1;false;1153;
"undefined";"undefined";"undefined";"undefined";50;6;4;1;1;8;1;false;1187;
"undefined";"undefined";"undefined";"undefined";150;2;4;3;1;6;1;false;1053;
"undefined";"undefined";"undefined";"undefined";150;9;2;4;1;8;1;false;918;
"undefined";"undefined";"undefined";"undefined";150;8;2;3;1;4;1;false;998;
"undefined";"undefined";"undefined";"undefined";50;7;0;2;1;5;1;false;1264;
"undefined";"undefined";"undefined";"undefined";100;9;0;4;1;1;1;true;950;
"undefined";"undefined";"undefined";"undefined";50;4;4;1;1;9;1;false;1574;
"undefined";"undefined";"undefined";"undefined";50;5;0;0;1;2;1;false;1087;
"undefined";"undefined";"undefined";"undefined";150;1;0;4;1;7;1;false;1535;
"undefined";"undefined";"undefined";"undefined";50;6;0;1;1;3;1;false;1589;
"undefined";"undefined";"undefined";"undefined";50;5;2;0;1;4;1;false;1020;
"undefined";"undefined";"undefined";"undefined";50;7;0;2;1;2;1;false;1119;
"undefined";"undefined";"undefined";"undefined";50;4;4;1;1;9;1;false;1186;
"undefined";"undefined";"undefined";"undefined";150;5;2;0;1;7;1;false;1191;
"undefined";"undefined";"undefined";"undefined";50;9;4;4;1;4;1;false;910;
"undefined";"undefined";"undefined";"undefined";150;3;4;2;1;8;1;false;1393;
"undefined";"undefined";"undefined";"undefined";200;4;4;1;1;1;1;true;1700;
"undefined";"undefined";"undefined";"undefined";200;5;0;0;1;8;1;false;1637;
"undefined";"undefined";"undefined";"undefined";200;1;4;4;1;8;1;false;846;
"undefined";"undefined";"undefined";"undefined";100;2;0;3;1;7;1;false;1088;
"undefined";"undefined";"undefined";"undefined";150;8;2;3;1;7;1;false;1057;
"undefined";"undefined";"undefined";"undefined";150;3;0;2;1;1;1;true;982;
"undefined";"undefined";"undefined";"undefined";200;7;4;2;1;1;1;true;1151;
"undefined";"undefined";"undefined";"undefined";50;8;4;3;1;6;1;false;1031;
"undefined";"undefined";"undefined";"undefined";200;3;0;2;1;8;1;false;1087;
"undefined";"undefined";"undefined";"undefined";100;6;2;1;1;3;1;false;986;
"undefined";"undefined";"undefined";"undefined";150;1;0;4;1;1;1;true;786;
"undefined";"undefined";"undefined";"undefined";150;6;2;1;1;8;1;false;2229;
"undefined";"undefined";"undefined";"undefined";100;1;0;4;1;1;1;true;753;
"undefined";"undefined";"undefined";"undefined";200;6;0;1;1;2;1;false;1154;
"undefined";"undefined";"undefined";"undefined";100;8;0;3;1;4;1;false;821;
"undefined";"undefined";"undefined";"undefined";100;6;4;1;1;8;1;false;1418;
"undefined";"undefined";"undefined";"undefined";50;1;2;4;1;3;1;false;912;
"undefined";"undefined";"undefined";"undefined";150;6;0;1;1;3;1;false;1629;
"undefined";"undefined";"undefined";"undefined";150;4;0;1;1;7;1;false;1694;
"undefined";"undefined";"undefined";"undefined";50;7;2;2;1;4;1;false;1283;
"undefined";"undefined";"undefined";"undefined";200;1;4;4;1;2;1;false;1185;
"undefined";"undefined";"undefined";"undefined";50;5;2;0;1;4;1;false;1018;
"undefined";"undefined";"undefined";"undefined";200;3;2;2;1;2;1;false;1005;
"undefined";"undefined";"undefined";"undefined";50;5;0;0;1;2;1;false;1004;
"undefined";"undefined";"undefined";"undefined";150;9;0;4;1;1;1;true;958;
"undefined";"undefined";"undefined";"undefined";100;6;0;1;1;6;1;false;1357;
"undefined";"undefined";"undefined";"undefined";200;7;2;2;1;7;1;false;1078;
"undefined";"undefined";"undefined";"undefined";100;1;4;4;1;1;1;true;1366;
"undefined";"undefined";"undefined";"undefined";200;4;0;1;1;2;1;false;1867;
"undefined";"undefined";"undefined";"undefined";50;2;0;3;1;8;1;false;869;
"undefined";"undefined";"undefined";"undefined";100;7;2;2;1;6;1;false;1048;
"undefined";"undefined";"undefined";"undefined";100;1;4;4;1;8;1;false;918;
"undefined";"undefined";"undefined";"undefined";100;6;0;1;1;1;1;true;1026;
"undefined";"undefined";"undefined";"undefined";150;4;0;1;1;1;1;true;1321;
"undefined";"undefined";"undefined";"undefined";150;6;2;1;1;4;1;false;1070;
"undefined";"undefined";"undefined";"undefined";200;4;2;1;1;2;1;false;1310;
"undefined";"undefined";"undefined";"undefined";150;1;2;4;1;8;1;false;754;
"undefined";"undefined";"undefined";"undefined";150;2;4;3;1;4;1;false;1007;
"undefined";"undefined";"undefined";"undefined";150;2;2;3;1;8;1;false;989;
"undefined";"undefined";"undefined";"undefined";100;3;4;2;1;1;1;true;989;
"undefined";"undefined";"undefined";"undefined";200;8;0;3;1;7;1;false;1268;
"undefined";"undefined";"undefined";"undefined";200;9;2;4;1;3;1;false;867;
"undefined";"undefined";"undefined";"undefined";200;9;2;4;1;3;1;false;1152;
"undefined";"undefined";"undefined";"undefined";50;3;0;2;1;4;1;false;936;
"undefined";"undefined";"undefined";"undefined";100;2;4;3;1;9;1;false;1006;
"undefined";"undefined";"undefined";"undefined";150;8;2;3;1;5;1;false;1098;
"undefined";"undefined";"undefined";"undefined";50;4;2;1;1;8;1;false;962;
"undefined";"undefined";"undefined";"undefined";200;8;0;3;1;4;1;false;1090;
"undefined";"undefined";"undefined";"undefined";50;1;0;4;1;9;1;false;1012;
"undefined";"undefined";"undefined";"undefined";200;3;0;2;1;2;1;false;1044;
"undefined";"undefined";"undefined";"undefined";100;7;4;2;1;7;1;false;992;
"undefined";"undefined";"undefined";"undefined";50;4;0;1;1;7;1;false;1130;
"undefined";"undefined";"undefined";"undefined";50;3;4;2;1;8;1;false;1279;
"undefined";"undefined";"undefined";"undefined";50;2;2;3;1;2;1;false;1073;
"undefined";"undefined";"undefined";"undefined";150;7;2;2;1;6;1;false;1775;
"undefined";"undefined";"undefined";"undefined";200;9;0;4;1;8;1;false;904;
"undefined";"undefined";"undefined";"undefined";200;8;4;3;1;1;1;true;946;
"undefined";"undefined";"undefined";"undefined";150;3;2;2;1;4;1;false;1016;
"undefined";"undefined";"undefined";"undefined";150;1;2;4;1;2;1;false;905;
"undefined";"undefined";"undefined";"undefined";150;3;0;2;1;2;1;false;1086;
"undefined";"undefined";"undefined";"undefined";50;2;0;3;1;3;1;false;1341;
"undefined";"undefined";"undefined";"undefined";150;2;4;3;1;9;1;false;1316;
"undefined";"undefined";"undefined";"undefined";100;4;0;1;1;9;1;false;1195;
"undefined";"undefined";"undefined";"undefined";200;8;4;3;1;1;1;true;1077;
"undefined";"undefined";"undefined";"undefined";200;5;0;0;1;5;1;false;1104;
"undefined";"undefined";"undefined";"undefined";200;6;2;1;1;7;1;false;1515;
