"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Schmutz;Schmutz_Group;Schmutz_Above;Schmutz_Below;Marked_Word_Length;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";8;1;4;2;0-5;0;2;4;1;10;1;false;388;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;11;1;10;1;false;631;
"undefined";"undefined";"undefined";"undefined";8;4;1;4;0-5;2;2;4;1;1;1;true;392;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;none;0;0;4;1;8;1;false;318;
"undefined";"undefined";"undefined";"undefined";6;5;0;11;10-15;4;7;7;1;9;1;false;424;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;3;1;5;1;false;379;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;4;1;2;1;false;363;
"undefined";"undefined";"undefined";"undefined";10;6;1;4;0-5;1;3;7;1;8;1;false;360;
"undefined";"undefined";"undefined";"undefined";10;3;2;3;0-5;1;2;6;1;1;1;true;316;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;5;1;1;1;true;311;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;5;1;3;1;false;328;
"undefined";"undefined";"undefined";"undefined";8;9;4;7;5-10;7;0;7;1;6;1;false;337;
"undefined";"undefined";"undefined";"undefined";10;7;2;6;5-10;3;3;7;1;4;1;false;377;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;6;1;1;1;true;396;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;5;1;3;1;false;369;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;6;1;2;1;false;355;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;none;0;0;5;1;4;1;false;356;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;6;1;3;1;false;394;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;4;1;9;1;false;350;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;8;1;4;1;false;306;
"undefined";"undefined";"undefined";"undefined";14;3;2;1;0-5;0;1;9;1;5;1;false;313;
"undefined";"undefined";"undefined";"undefined";8;2;3;6;5-10;5;1;3;1;8;1;false;329;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;none;0;0;4;1;5;1;false;309;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;5;1;10;1;false;337;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;6;1;4;1;false;327;
"undefined";"undefined";"undefined";"undefined";10;4;1;6;5-10;0;6;10;1;1;1;true;348;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;5;1;9;1;false;365;
"undefined";"undefined";"undefined";"undefined";6;3;2;13;10-15;8;5;5;1;10;1;false;440;
"undefined";"undefined";"undefined";"undefined";10;7;2;3;0-5;1;2;6;1;5;1;false;348;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;4;1;8;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;3;2;9;5-10;4;5;5;1;7;1;false;388;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;9;1;4;1;false;376;
"undefined";"undefined";"undefined";"undefined";10;6;1;3;0-5;3;0;4;1;9;1;false;362;
"undefined";"undefined";"undefined";"undefined";6;7;2;9;5-10;3;6;6;1;5;1;false;326;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;3;1;2;1;false;366;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;4;1;2;1;false;537;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;3;1;1;1;true;364;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;6;1;9;1;false;349;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;3;1;5;1;false;327;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;none;0;0;3;1;9;1;false;377;
"undefined";"undefined";"undefined";"undefined";6;7;2;16;15+;7;9;9;1;2;1;false;300;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;6;1;5;1;false;373;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;none;0;0;8;1;10;1;false;352;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;9;1;8;1;false;334;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;3;1;8;1;false;359;
"undefined";"undefined";"undefined";"undefined";8;6;1;7;5-10;2;5;7;1;6;1;false;358;
"undefined";"undefined";"undefined";"undefined";10;5;0;4;0-5;0;4;8;1;5;1;false;316;
"undefined";"undefined";"undefined";"undefined";8;2;3;3;0-5;0;3;5;1;5;1;false;438;
"undefined";"undefined";"undefined";"undefined";6;6;1;8;5-10;4;4;4;1;7;1;false;421;
"undefined";"undefined";"undefined";"undefined";6;2;3;10;5-10;4;6;6;1;4;1;false;472;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;6;1;7;1;false;348;
"undefined";"undefined";"undefined";"undefined";8;8;3;5;0-5;3;2;4;1;7;1;false;341;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;5;1;5;1;false;343;
"undefined";"undefined";"undefined";"undefined";8;3;2;4;0-5;2;2;4;1;4;1;false;369;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;9;1;8;1;false;333;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;5;1;4;1;false;330;
"undefined";"undefined";"undefined";"undefined";6;1;4;6;5-10;0;6;6;1;6;1;false;395;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;6;1;10;1;false;347;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;7;1;2;1;false;373;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;none;0;0;5;1;7;1;false;332;
"undefined";"undefined";"undefined";"undefined";8;6;1;4;0-5;3;1;3;1;6;1;false;346;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;4;1;5;1;false;363;
"undefined";"undefined";"undefined";"undefined";8;3;2;10;5-10;6;4;6;1;6;1;false;349;
"undefined";"undefined";"undefined";"undefined";6;8;3;9;5-10;5;4;4;1;6;1;false;363;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;6;1;10;1;false;329;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;0-5;0;4;6;1;10;1;false;375;
"undefined";"undefined";"undefined";"undefined";6;2;3;12;10-15;6;6;6;1;9;1;false;365;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;4;1;3;1;false;409;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;8;1;1;1;true;346;
"undefined";"undefined";"undefined";"undefined";8;7;2;5;0-5;3;2;4;1;6;1;false;350;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;7;1;8;1;false;404;
"undefined";"undefined";"undefined";"undefined";10;6;1;2;0-5;0;2;6;1;6;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;8;3;16;15+;9;7;7;1;5;1;false;321;
"undefined";"undefined";"undefined";"undefined";6;2;3;14;10-15;7;7;7;1;4;1;false;488;
"undefined";"undefined";"undefined";"undefined";10;2;3;4;0-5;2;2;6;1;2;1;false;447;
"undefined";"undefined";"undefined";"undefined";6;8;3;10;5-10;6;4;4;1;7;1;false;363;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;7;1;7;1;false;334;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;5;1;8;1;false;394;
"undefined";"undefined";"undefined";"undefined";8;4;1;8;5-10;4;4;6;1;4;1;false;403;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;0-5;0;1;5;1;1;1;true;343;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;7;1;5;1;false;406;
"undefined";"undefined";"undefined";"undefined";8;6;1;6;5-10;4;2;4;1;2;1;false;384;
"undefined";"undefined";"undefined";"undefined";8;6;1;5;0-5;3;2;4;1;10;1;false;376;
"undefined";"undefined";"undefined";"undefined";6;8;3;12;10-15;8;4;4;1;3;1;false;397;
"undefined";"undefined";"undefined";"undefined";10;9;4;6;5-10;6;0;4;1;2;1;false;389;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;none;0;0;6;1;7;1;false;368;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;none;0;0;4;1;7;1;false;336;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;4;1;2;1;false;328;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;4;1;5;1;false;407;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;0-5;0;1;5;1;1;1;true;388;
"undefined";"undefined";"undefined";"undefined";6;9;4;6;5-10;6;0;10;1;6;1;false;363;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;0-5;4;0;4;1;5;1;false;324;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;6;1;3;1;false;349;
"undefined";"undefined";"undefined";"undefined";8;3;2;8;5-10;3;5;7;1;5;1;false;569;
"undefined";"undefined";"undefined";"undefined";6;5;0;11;10-15;4;7;7;1;9;1;false;403;
"undefined";"undefined";"undefined";"undefined";6;2;3;8;5-10;4;4;4;1;8;1;false;445;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;4;1;5;1;false;426;
"undefined";"undefined";"undefined";"undefined";10;1;4;6;5-10;0;6;10;1;6;1;false;456;
"undefined";"undefined";"undefined";"undefined";8;3;2;5;0-5;2;3;5;1;6;1;false;451;
"undefined";"undefined";"undefined";"undefined";10;7;2;3;0-5;3;0;4;1;3;1;false;403;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;4;1;1;1;true;395;
"undefined";"undefined";"undefined";"undefined";8;7;2;5;0-5;4;1;3;1;6;1;false;368;
"undefined";"undefined";"undefined";"undefined";14;3;2;1;0-5;0;1;9;1;3;1;false;431;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;7;1;9;1;false;392;
"undefined";"undefined";"undefined";"undefined";8;9;4;3;0-5;3;0;6;1;6;1;false;405;
"undefined";"undefined";"undefined";"undefined";10;4;1;2;0-5;1;1;5;1;3;1;false;434;
"undefined";"undefined";"undefined";"undefined";8;4;1;8;5-10;2;6;8;1;2;1;false;427;
"undefined";"undefined";"undefined";"undefined";10;3;2;5;0-5;3;2;6;1;1;1;true;359;
"undefined";"undefined";"undefined";"undefined";8;9;4;3;0-5;3;0;7;1;2;1;false;407;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;4;1;5;1;false;352;
"undefined";"undefined";"undefined";"undefined";8;8;3;6;5-10;4;2;4;1;5;1;false;371;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;5;1;10;1;false;407;
"undefined";"undefined";"undefined";"undefined";6;3;2;8;5-10;5;3;3;1;6;1;false;432;
"undefined";"undefined";"undefined";"undefined";8;8;3;5;0-5;2;3;5;1;1;1;true;408;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;5;1;2;1;false;408;
"undefined";"undefined";"undefined";"undefined";10;8;3;6;5-10;5;1;5;1;7;1;false;390;
"undefined";"undefined";"undefined";"undefined";8;3;2;12;10-15;6;6;8;1;10;1;false;436;
"undefined";"undefined";"undefined";"undefined";10;3;2;5;0-5;0;5;9;1;8;1;false;386;
"undefined";"undefined";"undefined";"undefined";14;1;4;6;5-10;0;6;14;1;10;1;false;327;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;9;1;9;1;false;341;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;6;1;8;1;false;398;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;6;1;4;1;false;364;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;5;1;2;1;false;400;
"undefined";"undefined";"undefined";"undefined";6;5;0;13;10-15;7;6;6;1;9;1;false;460;
"undefined";"undefined";"undefined";"undefined";6;3;2;10;5-10;6;4;4;1;6;1;false;512;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;0-5;1;0;7;1;5;1;false;367;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;4;1;6;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;5;0;7;5-10;1;6;10;1;1;1;true;430;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;none;0;0;4;1;9;1;false;404;
"undefined";"undefined";"undefined";"undefined";6;9;4;4;0-5;4;0;4;1;2;1;false;392;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;5;1;1;1;true;391;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;5;1;8;1;false;376;
"undefined";"undefined";"undefined";"undefined";6;9;4;5;0-5;5;0;6;1;2;1;false;370;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;5;1;10;1;false;385;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;10;1;10;1;false;405;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;4;1;9;1;false;359;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;3;1;1;1;true;317;
"undefined";"undefined";"undefined";"undefined";10;6;1;4;0-5;4;0;4;1;3;1;false;410;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;4;1;7;1;false;382;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;5;1;2;1;false;398;
"undefined";"undefined";"undefined";"undefined";8;7;2;6;5-10;4;2;4;1;7;1;false;329;
"undefined";"undefined";"undefined";"undefined";6;6;1;9;5-10;4;5;5;1;2;1;false;377;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;9;1;8;1;false;373;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;6;1;4;1;false;367;
"undefined";"undefined";"undefined";"undefined";10;9;4;7;5-10;7;0;5;1;1;1;true;365;
"undefined";"undefined";"undefined";"undefined";8;9;4;2;0-5;2;0;4;1;8;1;false;369;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;4;1;6;1;false;371;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;5;1;10;1;false;349;
"undefined";"undefined";"undefined";"undefined";6;5;0;7;5-10;3;4;4;1;7;1;false;456;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;6;1;1;1;true;352;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;7;1;10;1;false;330;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;5;1;10;1;false;370;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;4;1;8;1;false;307;
"undefined";"undefined";"undefined";"undefined";6;2;3;10;5-10;6;4;4;1;10;1;false;406;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;4;1;1;1;true;307;
"undefined";"undefined";"undefined";"undefined";6;4;1;9;5-10;4;5;5;1;6;1;false;405;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;5;1;7;1;false;393;
"undefined";"undefined";"undefined";"undefined";8;9;4;3;0-5;3;0;5;1;10;1;false;347;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;3;1;5;1;false;339;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;4;1;6;1;false;317;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;7;1;5;1;false;313;
"undefined";"undefined";"undefined";"undefined";6;7;2;6;5-10;3;3;3;1;8;1;false;402;
"undefined";"undefined";"undefined";"undefined";10;2;3;6;5-10;2;4;8;1;1;1;true;380;
"undefined";"undefined";"undefined";"undefined";8;7;2;2;0-5;2;0;2;1;9;1;false;355;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;0-5;1;0;3;1;7;1;false;374;
"undefined";"undefined";"undefined";"undefined";8;8;3;7;5-10;5;2;4;1;5;1;false;339;
"undefined";"undefined";"undefined";"undefined";10;3;2;6;5-10;6;0;4;1;1;1;true;405;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;6;1;7;1;false;375;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;2;1;6;1;false;375;
"undefined";"undefined";"undefined";"undefined";6;6;1;8;5-10;5;3;3;1;1;1;true;439;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;5;1;8;1;false;407;
"undefined";"undefined";"undefined";"undefined";6;3;2;7;5-10;2;5;5;1;7;1;false;493;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;6;1;3;1;false;391;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;4;1;2;1;false;406;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;3;1;9;1;false;359;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;4;1;1;1;true;376;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;6;1;9;1;false;388;
"undefined";"undefined";"undefined";"undefined";6;7;2;12;10-15;6;6;6;1;3;1;false;445;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;none;0;0;6;1;6;1;false;415;
"undefined";"undefined";"undefined";"undefined";6;5;0;7;5-10;4;3;3;1;10;1;false;424;
"undefined";"undefined";"undefined";"undefined";10;1;4;1;0-5;0;1;5;1;5;1;false;431;
"undefined";"undefined";"undefined";"undefined";10;6;1;4;0-5;0;4;8;1;2;1;false;379;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;6;1;5;1;false;394;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;6;1;10;1;false;437;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;5;1;8;1;false;372;
"undefined";"undefined";"undefined";"undefined";8;1;4;6;5-10;0;6;8;1;1;1;true;455;
"undefined";"undefined";"undefined";"undefined";10;8;3;7;5-10;6;1;5;1;1;1;true;438;
"undefined";"undefined";"undefined";"undefined";10;1;4;2;0-5;0;2;6;1;7;1;false;426;
"undefined";"undefined";"undefined";"undefined";8;6;1;5;0-5;4;1;3;1;9;1;false;418;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;5;1;4;1;false;420;
"undefined";"undefined";"undefined";"undefined";8;6;1;3;0-5;0;3;5;1;1;1;true;400;
"undefined";"undefined";"undefined";"undefined";8;5;0;2;0-5;2;0;2;1;10;1;false;442;
"undefined";"undefined";"undefined";"undefined";6;2;3;13;10-15;7;6;6;1;2;1;false;615;
"undefined";"undefined";"undefined";"undefined";6;9;4;5;0-5;5;0;4;1;2;1;false;533;
"undefined";"undefined";"undefined";"undefined";6;4;1;9;5-10;5;4;4;1;10;1;false;398;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;5;1;1;1;true;408;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;8;1;3;1;false;393;
"undefined";"undefined";"undefined";"undefined";6;5;0;13;10-15;8;5;5;1;10;1;false;575;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;6;1;2;1;false;361;
"undefined";"undefined";"undefined";"undefined";6;1;4;10;5-10;0;10;10;1;5;1;false;479;
"undefined";"undefined";"undefined";"undefined";10;2;3;1;0-5;0;1;5;1;5;1;false;391;
"undefined";"undefined";"undefined";"undefined";10;5;0;2;0-5;1;1;5;1;5;1;false;410;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;4;1;10;1;false;453;
"undefined";"undefined";"undefined";"undefined";6;6;1;12;10-15;6;6;6;1;10;1;false;464;
"undefined";"undefined";"undefined";"undefined";6;4;1;12;10-15;6;6;6;1;8;1;false;440;
"undefined";"undefined";"undefined";"undefined";10;5;0;0;none;0;0;4;1;3;1;false;371;
"undefined";"undefined";"undefined";"undefined";14;6;1;1;0-5;1;0;5;1;5;1;false;421;
"undefined";"undefined";"undefined";"undefined";8;8;3;12;10-15;8;4;6;1;8;1;false;418;
"undefined";"undefined";"undefined";"undefined";8;6;1;7;5-10;3;4;6;1;5;1;false;491;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;11;1;9;1;false;393;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;5;1;8;1;false;337;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;none;0;0;3;1;6;1;false;374;
"undefined";"undefined";"undefined";"undefined";8;1;4;2;0-5;0;2;4;1;3;1;false;432;
"undefined";"undefined";"undefined";"undefined";10;8;3;2;0-5;0;2;6;1;5;1;false;413;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;5;1;7;1;false;371;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;4;1;7;1;false;376;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;10;1;2;1;false;387;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;none;0;0;4;1;8;1;false;371;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;5;1;3;1;false;382;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;6;1;9;1;false;420;
"undefined";"undefined";"undefined";"undefined";8;5;0;9;5-10;4;5;7;1;8;1;false;372;
"undefined";"undefined";"undefined";"undefined";6;6;1;12;10-15;7;5;5;1;8;1;false;479;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;4;1;1;1;true;407;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;5;1;1;1;true;398;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;none;0;0;4;1;8;1;false;362;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;3;1;4;1;false;372;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;5;1;7;1;false;346;
"undefined";"undefined";"undefined";"undefined";8;3;2;8;5-10;6;2;4;1;5;1;false;393;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;4;1;10;1;false;351;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;7;1;3;1;false;392;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;4;1;7;1;false;421;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;5;1;3;1;false;419;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;4;1;4;1;false;335;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;5;1;1;1;true;337;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;5;1;5;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;none;0;0;4;1;7;1;false;354;
"undefined";"undefined";"undefined";"undefined";6;8;3;9;5-10;4;5;5;1;8;1;false;344;
"undefined";"undefined";"undefined";"undefined";6;1;4;4;0-5;0;4;4;1;2;1;false;490;
"undefined";"undefined";"undefined";"undefined";6;1;4;5;0-5;0;5;5;1;6;1;false;461;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;none;0;0;4;1;2;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;none;0;0;3;1;9;1;false;347;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;3;1;8;1;false;383;
"undefined";"undefined";"undefined";"undefined";8;3;2;6;5-10;2;4;6;1;4;1;false;462;
"undefined";"undefined";"undefined";"undefined";8;3;2;6;5-10;4;2;4;1;3;1;false;473;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;none;0;0;6;1;2;1;false;390;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;5;1;6;1;false;437;
"undefined";"undefined";"undefined";"undefined";8;8;3;6;5-10;4;2;4;1;5;1;false;426;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;7;1;5;1;false;406;
"undefined";"undefined";"undefined";"undefined";10;4;1;5;0-5;5;0;3;1;3;1;false;352;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;none;0;0;2;1;8;1;false;368;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;4;1;3;1;false;372;
"undefined";"undefined";"undefined";"undefined";8;2;3;9;5-10;7;2;4;1;4;1;false;501;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;5;1;6;1;false;391;
