"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Overlap_Total_Target;Distance_from_Center;Marked_Word_Length;Overlap_Above;Overlap_Above_Percent;Overlap_Below;Overlap_Below_Percent;Overlap_Total;Overlap_Total_Percent;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;5;1;20;3;60;4;80;1;7;1;false;414;
"undefined";"undefined";"undefined";"undefined";15;2;3_34-66;3;4;2;50;0;0;2;50;1;8;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;7;3;43;1;14;4;57;1;8;1;false;387;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;10;0;0;4;40;4;40;1;3;1;false;335;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;5;0;0;3;60;3;60;1;1;1;true;377;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;6;0;0;4;67;4;67;1;2;1;false;443;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;3;1;33;0;0;1;33;1;7;1;false;371;
"undefined";"undefined";"undefined";"undefined";10;2;1_none;3;6;0;0;0;0;0;0;1;1;1;true;368;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;8;5;63;0;0;5;63;1;5;1;false;333;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;5;0;0;3;60;3;60;1;6;1;false;366;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;10;1;10;4;40;5;50;1;10;1;false;350;
"undefined";"undefined";"undefined";"undefined";6;5;3_34-66;0;4;0;0;2;50;2;50;1;1;1;true;422;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;10;8;80;0;0;8;80;1;2;1;false;367;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;5;4;80;0;0;4;80;1;9;1;false;341;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;5;0;0;3;60;3;60;1;10;1;false;439;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;5;2;40;0;0;2;40;1;6;1;false;347;
"undefined";"undefined";"undefined";"undefined";10;5;1_none;0;5;0;0;0;0;0;0;1;1;1;true;398;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;6;0;0;0;0;0;0;1;2;1;false;355;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;5;0;0;0;0;0;0;1;10;1;false;367;
"undefined";"undefined";"undefined";"undefined";10;5;1_none;0;6;0;0;0;0;0;0;1;8;1;false;379;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;7;1;14;0;0;1;14;1;4;1;false;369;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;5;2;40;0;0;2;40;1;8;1;false;369;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;6;5;83;0;0;5;83;1;10;1;false;371;
"undefined";"undefined";"undefined";"undefined";10;2;1_none;3;4;0;0;0;0;0;0;1;10;1;false;415;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;8;0;0;0;0;0;0;1;3;1;false;359;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;7;3;43;1;14;4;57;1;3;1;false;360;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;6;4;67;0;0;4;67;1;1;1;true;367;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;5;0;0;3;60;3;60;1;4;1;false;401;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;4;4;100;0;0;4;100;1;6;1;false;403;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;6;0;0;4;67;4;67;1;8;1;false;386;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;4;0;0;0;0;0;0;1;1;1;true;323;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;9;1;11;0;0;1;11;1;1;1;true;337;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;7;0;0;5;71;5;71;1;5;1;false;404;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;6;3;50;0;0;3;50;1;7;1;false;392;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;4;0;0;2;50;2;50;1;10;1;false;398;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;3;2;67;0;0;2;67;1;8;1;false;381;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;9;0;0;6;67;6;67;1;1;1;true;404;
"undefined";"undefined";"undefined";"undefined";10;5;3_34-66;0;4;2;50;0;0;2;50;1;8;1;false;413;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;7;0;0;5;71;5;71;1;5;1;false;393;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;10;3;30;0;0;3;30;1;9;1;false;376;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;7;2;29;5;71;7;100;1;3;1;false;391;
"undefined";"undefined";"undefined";"undefined";10;6;1_none;1;4;0;0;0;0;0;0;1;10;1;false;407;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;4;1;25;2;50;3;75;1;2;1;false;430;
"undefined";"undefined";"undefined";"undefined";6;8;1_none;3;7;0;0;5;71;5;71;1;8;1;false;355;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;6;4;67;0;0;4;67;1;9;1;false;377;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;7;4;57;1;14;5;71;1;3;1;false;395;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;6;0;0;4;67;4;67;1;4;1;false;495;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;4;0;0;2;50;2;50;1;5;1;false;563;
"undefined";"undefined";"undefined";"undefined";15;6;1_none;1;6;0;0;0;0;0;0;1;7;1;false;432;
"undefined";"undefined";"undefined";"undefined";10;5;2_1-33;0;6;2;33;0;0;2;33;1;8;1;false;408;
"undefined";"undefined";"undefined";"undefined";15;8;2_1-33;3;8;2;25;0;0;2;25;1;9;1;false;387;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;7;6;86;1;14;7;100;1;8;1;false;382;
"undefined";"undefined";"undefined";"undefined";10;3;1_none;2;4;0;0;0;0;0;0;1;1;1;true;428;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;5;3;60;0;0;3;60;1;9;1;false;425;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;5;1;20;3;60;4;80;1;1;1;true;405;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;3;0;0;1;33;1;33;1;2;1;false;382;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;5;0;0;0;0;0;0;1;4;1;false;344;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;7;0;0;0;0;0;0;1;10;1;false;410;
"undefined";"undefined";"undefined";"undefined";15;3;4_67-100;2;9;7;78;0;0;7;78;1;6;1;false;376;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;6;0;0;4;67;4;67;1;4;1;false;416;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;6;1;17;0;0;1;17;1;1;1;true;413;
"undefined";"undefined";"undefined";"undefined";10;3;1_none;2;6;0;0;0;0;0;0;1;2;1;false;378;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;6;4;67;0;0;4;67;1;6;1;false;371;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;4;0;0;2;50;2;50;1;7;1;false;405;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;9;0;0;0;0;0;0;1;2;1;false;366;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;8;2;25;6;75;8;100;1;1;1;true;412;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;7;3;43;0;0;3;43;1;7;1;false;386;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;5;4;80;0;0;4;80;1;9;1;false;404;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;4;0;0;0;0;0;0;1;2;1;false;350;
"undefined";"undefined";"undefined";"undefined";15;2;3_34-66;3;5;3;60;0;0;3;60;1;7;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;9;0;0;3;33;3;33;1;5;1;false;393;
"undefined";"undefined";"undefined";"undefined";15;3;4_67-100;2;4;4;100;0;0;4;100;1;5;1;false;414;
"undefined";"undefined";"undefined";"undefined";10;7;2_1-33;2;6;0;0;0;0;0;0;1;2;1;false;367;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;3;0;0;0;0;0;0;1;5;1;false;341;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;7;0;0;5;71;5;71;1;8;1;false;452;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;3;0;0;0;0;0;0;1;3;1;false;389;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;6;1;17;4;67;5;83;1;1;1;true;360;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;6;0;0;4;67;4;67;1;3;1;false;351;
"undefined";"undefined";"undefined";"undefined";10;4;4_67-100;1;7;4;57;1;14;5;71;1;7;1;false;342;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;4;2;50;0;0;2;50;1;4;1;false;372;
"undefined";"undefined";"undefined";"undefined";10;6;2_1-33;1;4;0;0;0;0;0;0;1;2;1;false;340;
"undefined";"undefined";"undefined";"undefined";10;6;2_1-33;1;5;2;40;0;0;2;40;1;9;1;false;369;
"undefined";"undefined";"undefined";"undefined";10;5;2_1-33;0;4;1;25;0;0;1;25;1;8;1;false;423;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;5;1;20;0;0;1;20;1;5;1;false;401;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;9;4;44;0;0;4;44;1;7;1;false;380;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;6;0;0;4;67;4;67;1;6;1;false;416;
"undefined";"undefined";"undefined";"undefined";10;5;2_1-33;0;5;1;20;0;0;1;20;1;8;1;false;353;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;8;2;25;0;0;2;25;1;9;1;false;368;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;4;2;50;2;50;4;100;1;1;1;true;419;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;4;0;0;2;50;2;50;1;9;1;false;410;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;5;4;80;0;0;4;80;1;9;1;false;354;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;5;2;40;0;0;2;40;1;4;1;false;337;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;5;0;0;0;0;0;0;1;3;1;false;368;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;6;0;0;0;0;0;0;1;7;1;false;379;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;5;5;100;0;0;5;100;1;3;1;false;371;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;5;2;40;3;60;5;100;1;1;1;true;510;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;9;0;0;6;67;6;67;1;5;1;false;412;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;5;0;0;0;0;0;0;1;2;1;false;398;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;4;4;100;0;0;4;100;1;8;1;false;366;
"undefined";"undefined";"undefined";"undefined";10;2;1_none;3;5;0;0;0;0;0;0;1;7;1;false;415;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;3;0;0;0;0;0;0;1;2;1;false;396;
"undefined";"undefined";"undefined";"undefined";15;6;1_none;1;4;0;0;0;0;0;0;1;6;1;false;347;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;4;4;100;0;0;4;100;1;6;1;false;390;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;3;0;0;1;33;1;33;1;10;1;false;442;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;4;0;0;0;0;0;0;1;3;1;false;399;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;4;1;25;0;0;1;25;1;1;1;true;358;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;7;0;0;5;71;5;71;1;4;1;false;404;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;6;1;17;0;0;1;17;1;3;1;false;387;
"undefined";"undefined";"undefined";"undefined";15;6;1_none;1;4;0;0;0;0;0;0;1;4;1;false;321;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;6;0;0;0;0;0;0;1;7;1;false;350;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;4;2;50;0;0;2;50;1;6;1;false;370;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;2;0;0;0;0;0;0;1;5;1;false;354;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;7;0;0;5;71;5;71;1;9;1;false;439;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;5;0;0;3;60;3;60;1;6;1;false;475;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;5;0;0;0;0;0;0;1;2;1;false;444;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;6;0;0;0;0;0;0;1;2;1;false;377;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;5;1;20;3;60;4;80;1;4;1;false;415;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;6;0;0;0;0;0;0;1;5;1;false;355;
"undefined";"undefined";"undefined";"undefined";10;8;2_1-33;3;5;0;0;0;0;0;0;1;9;1;false;375;
"undefined";"undefined";"undefined";"undefined";10;4;4_67-100;1;5;4;80;0;0;4;80;1;7;1;false;420;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;6;1;17;4;67;5;83;1;6;1;false;425;
"undefined";"undefined";"undefined";"undefined";15;4;3_34-66;1;3;2;67;0;0;2;67;1;7;1;false;413;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;10;0;0;6;60;6;60;1;7;1;false;384;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;4;0;0;0;0;0;0;1;9;1;false;402;
"undefined";"undefined";"undefined";"undefined";10;3;1_none;2;4;0;0;0;0;0;0;1;4;1;false;394;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;6;6;100;0;0;6;100;1;2;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;3;0;0;0;0;0;0;1;5;1;false;391;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;5;2;40;0;0;2;40;1;3;1;false;363;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;4;1;25;2;50;3;75;1;8;1;false;401;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;3;2;67;1;33;3;100;1;8;1;false;373;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;6;2;33;0;0;2;33;1;2;1;false;383;
"undefined";"undefined";"undefined";"undefined";6;6;2_1-33;1;9;0;0;6;67;6;67;1;4;1;false;391;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;9;0;0;6;67;6;67;1;3;1;false;394;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;2;1;50;0;0;1;50;1;8;1;false;475;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;6;4;67;0;0;4;67;1;1;1;true;386;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;9;0;0;3;33;3;33;1;6;1;false;733;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;9;0;0;0;0;0;0;1;5;1;false;338;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;4;4;100;0;0;4;100;1;3;1;false;409;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;4;0;0;2;50;2;50;1;4;1;false;413;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;4;0;0;0;0;0;0;1;4;1;false;400;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;4;0;0;2;50;2;50;1;7;1;false;452;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;6;5;83;0;0;5;83;1;6;1;false;433;
"undefined";"undefined";"undefined";"undefined";10;5;3_34-66;0;6;4;67;0;0;4;67;1;3;1;false;429;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;5;0;0;0;0;0;0;1;6;1;false;413;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;4;0;0;2;50;2;50;1;5;1;false;401;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;2;1;50;0;0;1;50;1;9;1;false;441;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;4;1;25;2;50;3;75;1;2;1;false;435;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;5;1;20;0;0;1;20;1;1;1;true;471;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;8;4;50;2;25;6;75;1;9;1;false;395;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;7;0;0;5;71;5;71;1;1;1;true;453;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;7;0;0;0;0;0;0;1;7;1;false;420;
"undefined";"undefined";"undefined";"undefined";6;8;1_none;3;8;0;0;6;75;6;75;1;1;1;true;410;
"undefined";"undefined";"undefined";"undefined";10;4;2_1-33;1;5;1;20;0;0;1;20;1;5;1;false;390;
"undefined";"undefined";"undefined";"undefined";15;5;2_1-33;0;8;2;25;0;0;2;25;1;1;1;true;393;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;5;2;40;3;60;5;100;1;4;1;false;397;
"undefined";"undefined";"undefined";"undefined";6;6;2_1-33;1;6;0;0;4;67;4;67;1;7;1;false;477;
"undefined";"undefined";"undefined";"undefined";10;6;3_34-66;1;9;1;11;3;33;4;44;1;8;1;false;358;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;4;2;50;0;0;2;50;1;10;1;false;405;
"undefined";"undefined";"undefined";"undefined";10;8;2_1-33;3;6;2;33;0;0;2;33;1;9;1;false;396;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;4;3;75;0;0;3;75;1;6;1;false;429;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;8;0;0;2;25;2;25;1;7;1;false;407;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;4;0;0;2;50;2;50;1;5;1;false;460;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;4;2;50;0;0;2;50;1;10;1;false;375;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;9;0;0;6;67;6;67;1;8;1;false;442;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;3;1;33;1;33;2;67;1;1;1;true;394;
"undefined";"undefined";"undefined";"undefined";10;4;2_1-33;1;4;1;25;0;0;1;25;1;1;1;true;356;
"undefined";"undefined";"undefined";"undefined";15;6;1_none;1;4;0;0;0;0;0;0;1;2;1;false;370;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;5;0;0;0;0;0;0;1;10;1;false;396;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;5;0;0;3;60;3;60;1;8;1;false;410;
"undefined";"undefined";"undefined";"undefined";6;5;3_34-66;0;5;0;0;3;60;3;60;1;2;1;false;521;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;7;0;0;5;71;5;71;1;8;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;7;2;29;1;14;3;43;1;5;1;false;386;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;7;0;0;5;71;5;71;1;9;1;false;400;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;4;0;0;2;50;2;50;1;10;1;false;492;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;7;1;14;5;71;6;86;1;4;1;false;400;
"undefined";"undefined";"undefined";"undefined";15;2;3_34-66;3;2;1;50;0;0;1;50;1;8;1;false;396;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;6;0;0;4;67;4;67;1;5;1;false;393;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;4;4;100;0;0;4;100;1;9;1;false;355;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;4;2;50;2;50;4;100;1;10;1;false;415;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;5;0;0;3;60;3;60;1;4;1;false;458;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;2;1;50;0;0;1;50;1;10;1;false;446;
"undefined";"undefined";"undefined";"undefined";10;6;2_1-33;1;10;0;0;4;40;4;40;1;9;1;false;362;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;3;0;0;1;33;1;33;1;6;1;false;425;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;4;0;0;0;0;0;0;1;10;1;false;377;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;6;0;0;0;0;0;0;1;10;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;9;0;0;6;67;6;67;1;6;1;false;396;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;5;0;0;3;60;3;60;1;7;1;false;456;
"undefined";"undefined";"undefined";"undefined";6;6;3_34-66;1;7;0;0;5;71;5;71;1;3;1;false;429;
"undefined";"undefined";"undefined";"undefined";10;4;2_1-33;1;5;1;20;0;0;1;20;1;4;1;false;388;
"undefined";"undefined";"undefined";"undefined";10;4;4_67-100;1;6;4;67;0;0;4;67;1;4;1;false;365;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;7;2;29;0;0;2;29;1;10;1;false;377;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;4;0;0;2;50;2;50;1;4;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;5;0;0;3;60;3;60;1;8;1;false;498;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;8;5;63;2;25;7;88;1;7;1;false;371;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;8;0;0;2;25;2;25;1;4;1;false;372;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;6;2;33;0;0;2;33;1;2;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;6;0;0;4;67;4;67;1;1;1;true;396;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;6;0;0;0;0;0;0;1;4;1;false;363;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;6;5;83;0;0;5;83;1;9;1;false;377;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;3;2;67;0;0;2;67;1;2;1;false;409;
"undefined";"undefined";"undefined";"undefined";15;6;4_67-100;1;4;3;75;0;0;3;75;1;7;1;false;350;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;3;0;0;1;33;1;33;1;1;1;true;484;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;4;1;25;0;0;1;25;1;7;1;false;404;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;5;2;40;0;0;2;40;1;7;1;false;393;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;6;0;0;4;67;4;67;1;8;1;false;333;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;7;7;100;0;0;7;100;1;10;1;false;336;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;5;0;0;3;60;3;60;1;8;1;false;459;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;3;2;67;0;0;2;67;1;3;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;6;1_none;1;4;0;0;0;0;0;0;1;4;1;false;352;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;6;1;17;4;67;5;83;1;4;1;false;392;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;4;0;0;2;50;2;50;1;2;1;false;505;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;4;0;0;0;0;0;0;1;9;1;false;395;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;4;4;100;0;0;4;100;1;4;1;false;331;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;5;0;0;3;60;3;60;1;4;1;false;374;
"undefined";"undefined";"undefined";"undefined";10;6;3_34-66;1;3;1;33;0;0;1;33;1;8;1;false;371;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;4;1;25;2;50;3;75;1;10;1;false;442;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;6;0;0;4;67;4;67;1;3;1;false;400;
"undefined";"undefined";"undefined";"undefined";10;5;3_34-66;0;9;2;22;3;33;5;56;1;5;1;false;367;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;6;6;100;0;0;6;100;1;1;1;true;377;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;7;0;0;5;71;5;71;1;6;1;false;423;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;3;1;33;0;0;1;33;1;6;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;6;4;67;0;0;4;67;1;9;1;false;360;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;6;5;83;0;0;5;83;1;7;1;false;397;
"undefined";"undefined";"undefined";"undefined";6;6;2_1-33;1;6;0;0;4;67;4;67;1;3;1;false;431;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;3;0;0;0;0;0;0;1;4;1;false;364;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;3;2;67;0;0;2;67;1;8;1;false;398;
"undefined";"undefined";"undefined";"undefined";10;6;1_none;1;5;0;0;0;0;0;0;1;9;1;false;380;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;5;0;0;3;60;3;60;1;7;1;false;414;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;5;0;0;3;60;3;60;1;4;1;false;452;
"undefined";"undefined";"undefined";"undefined";15;3;4_67-100;2;6;4;67;0;0;4;67;1;4;1;false;396;
"undefined";"undefined";"undefined";"undefined";15;8;2_1-33;3;6;2;33;0;0;2;33;1;2;1;false;407;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;8;5;63;0;0;5;63;1;5;1;false;385;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;4;0;0;0;0;0;0;1;10;1;false;437;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;6;1;17;4;67;5;83;1;5;1;false;378;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;4;0;0;0;0;0;0;1;4;1;false;348;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;7;1;14;0;0;1;14;1;4;1;false;365;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;5;0;0;0;0;0;0;1;9;1;false;350;
"undefined";"undefined";"undefined";"undefined";15;4;3_34-66;1;4;3;75;0;0;3;75;1;3;1;false;339;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;7;0;0;1;14;1;14;1;5;1;false;323;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;4;3;75;0;0;3;75;1;8;1;false;387;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;9;1;11;0;0;1;11;1;6;1;false;391;
"undefined";"undefined";"undefined";"undefined";15;6;4_67-100;1;4;4;100;0;0;4;100;1;10;1;false;378;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;3;2;67;0;0;2;67;1;4;1;false;373;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;3;1;33;0;0;1;33;1;3;1;false;415;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;4;2;50;0;0;2;50;1;7;1;false;444;
