"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Schmutz;Schmutz_Group;Schmutz_Above;Schmutz_Below;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;9;1;false;370;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;1;2;1;false;378;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;1;10;1;false;422;
"undefined";"undefined";"undefined";"undefined";10;2;3;0;none;0;0;1;5;1;false;423;
"undefined";"undefined";"undefined";"undefined";8;3;2;8;5-10;4;4;1;3;1;false;399;
"undefined";"undefined";"undefined";"undefined";6;9;4;5;0-5;5;0;1;10;1;false;392;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;1;1;true;415;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;1;7;1;false;388;
"undefined";"undefined";"undefined";"undefined";6;7;2;11;10-15;8;3;1;3;1;false;531;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;1;5;1;false;452;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;1;6;1;false;343;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;1;8;1;false;386;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;1;8;1;false;397;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;1;2;1;false;361;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;1;2;1;false;361;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;1;6;1;false;389;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;1;1;1;true;401;
"undefined";"undefined";"undefined";"undefined";6;8;3;7;5-10;2;5;1;2;1;false;367;
"undefined";"undefined";"undefined";"undefined";8;5;0;8;5-10;3;5;1;3;1;false;385;
"undefined";"undefined";"undefined";"undefined";6;3;2;10;5-10;6;4;1;10;1;false;391;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;1;5;1;false;361;
"undefined";"undefined";"undefined";"undefined";8;6;1;4;0-5;4;0;1;10;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;8;3;8;5-10;4;4;1;6;1;false;355;
"undefined";"undefined";"undefined";"undefined";6;7;2;9;5-10;6;3;1;10;1;false;380;
"undefined";"undefined";"undefined";"undefined";6;8;3;9;5-10;3;6;1;5;1;false;343;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;9;1;false;355;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;1;6;1;false;308;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;none;0;0;1;10;1;false;368;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;1;2;1;false;329;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;1;10;1;false;626;
"undefined";"undefined";"undefined";"undefined";6;3;2;9;5-10;3;6;1;10;1;false;392;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;1;5;1;false;351;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;1;4;1;false;343;
"undefined";"undefined";"undefined";"undefined";10;4;1;2;0-5;0;2;1;8;1;false;349;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;1;10;1;false;349;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;1;1;1;true;321;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;1;7;1;false;400;
"undefined";"undefined";"undefined";"undefined";10;6;1;0;none;0;0;1;5;1;false;343;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;1;2;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;4;1;1;0-5;1;0;1;9;1;false;354;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;1;7;1;false;363;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;1;6;1;false;369;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;1;8;1;false;358;
"undefined";"undefined";"undefined";"undefined";6;4;1;12;10-15;7;5;1;2;1;false;384;
"undefined";"undefined";"undefined";"undefined";6;2;3;9;5-10;5;4;1;10;1;false;501;
"undefined";"undefined";"undefined";"undefined";8;7;2;6;5-10;2;4;1;1;1;true;352;
"undefined";"undefined";"undefined";"undefined";6;1;4;5;0-5;0;5;1;10;1;false;420;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;1;1;1;true;398;
"undefined";"undefined";"undefined";"undefined";10;1;4;3;0-5;0;3;1;10;1;false;412;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;1;3;1;false;381;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;1;3;1;false;390;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;1;4;1;false;389;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;1;1;1;true;328;
"undefined";"undefined";"undefined";"undefined";8;3;2;6;5-10;4;2;1;9;1;false;423;
"undefined";"undefined";"undefined";"undefined";6;7;2;9;5-10;5;4;1;7;1;false;384;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;1;9;1;false;426;
"undefined";"undefined";"undefined";"undefined";6;8;3;12;10-15;6;6;1;10;1;false;406;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;1;8;1;false;375;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;1;7;1;false;385;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;1;10;1;false;379;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;1;5;1;false;370;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;1;2;1;false;351;
"undefined";"undefined";"undefined";"undefined";10;4;1;2;0-5;1;1;1;8;1;false;380;
"undefined";"undefined";"undefined";"undefined";10;4;1;4;0-5;2;2;1;1;1;true;406;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;0-5;0;1;1;6;1;false;385;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;8;1;false;386;
"undefined";"undefined";"undefined";"undefined";8;7;2;9;5-10;6;3;1;4;1;false;347;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;1;2;1;false;421;
"undefined";"undefined";"undefined";"undefined";6;5;0;18;15+;8;10;1;5;1;false;493;
"undefined";"undefined";"undefined";"undefined";6;7;2;9;5-10;2;7;1;4;1;false;371;
"undefined";"undefined";"undefined";"undefined";10;4;1;5;0-5;2;3;1;7;1;false;390;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;1;4;1;false;402;
"undefined";"undefined";"undefined";"undefined";10;1;4;1;0-5;0;1;1;9;1;false;443;
"undefined";"undefined";"undefined";"undefined";10;5;0;4;0-5;2;2;1;4;1;false;410;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;none;0;0;1;1;1;true;419;
"undefined";"undefined";"undefined";"undefined";8;9;4;4;0-5;4;0;1;9;1;false;409;
"undefined";"undefined";"undefined";"undefined";6;3;2;12;10-15;9;3;1;2;1;false;517;
"undefined";"undefined";"undefined";"undefined";14;4;1;1;0-5;1;0;1;10;1;false;394;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;1;4;1;false;375;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;1;1;1;true;395;
"undefined";"undefined";"undefined";"undefined";14;8;3;1;0-5;1;0;1;4;1;false;403;
"undefined";"undefined";"undefined";"undefined";10;3;2;3;0-5;3;0;1;5;1;false;406;
"undefined";"undefined";"undefined";"undefined";8;1;4;4;0-5;0;4;1;10;1;false;454;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;1;5;1;false;420;
"undefined";"undefined";"undefined";"undefined";6;6;1;11;10-15;7;4;1;4;1;false;410;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;1;9;1;false;392;
"undefined";"undefined";"undefined";"undefined";6;8;3;11;10-15;6;5;1;10;1;false;354;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;1;2;1;false;393;
"undefined";"undefined";"undefined";"undefined";10;4;1;2;0-5;2;0;1;7;1;false;378;
"undefined";"undefined";"undefined";"undefined";6;1;4;5;0-5;0;5;1;5;1;false;376;
"undefined";"undefined";"undefined";"undefined";10;5;0;0;none;0;0;1;9;1;false;376;
"undefined";"undefined";"undefined";"undefined";10;4;1;6;5-10;2;4;1;5;1;false;384;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;1;7;1;false;399;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;1;7;1;false;389;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;1;9;1;false;342;
"undefined";"undefined";"undefined";"undefined";6;3;2;11;10-15;6;5;1;1;1;true;418;
"undefined";"undefined";"undefined";"undefined";8;8;3;13;10-15;7;6;1;9;1;false;383;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;1;4;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;7;2;3;0-5;3;0;1;1;1;true;393;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;1;6;1;false;431;
"undefined";"undefined";"undefined";"undefined";6;9;4;5;0-5;5;0;1;1;1;true;373;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;0-5;1;0;1;8;1;false;398;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;1;1;1;true;431;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;7;1;false;403;
"undefined";"undefined";"undefined";"undefined";10;1;4;3;0-5;0;3;1;3;1;false;458;
"undefined";"undefined";"undefined";"undefined";6;5;0;13;10-15;4;9;1;3;1;false;396;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;none;0;0;1;10;1;false;400;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;1;2;1;false;352;
"undefined";"undefined";"undefined";"undefined";8;9;4;5;0-5;5;0;1;10;1;false;684;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;1;4;1;false;366;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;none;0;0;1;2;1;false;407;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;none;0;0;1;6;1;false;372;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;1;10;1;false;357;
"undefined";"undefined";"undefined";"undefined";10;7;2;3;0-5;1;2;1;8;1;false;327;
"undefined";"undefined";"undefined";"undefined";6;3;2;14;10-15;7;7;1;10;1;false;397;
"undefined";"undefined";"undefined";"undefined";10;2;3;3;0-5;0;3;1;9;1;false;420;
"undefined";"undefined";"undefined";"undefined";8;4;1;5;0-5;2;3;1;4;1;false;392;
"undefined";"undefined";"undefined";"undefined";8;6;1;4;0-5;2;2;1;9;1;false;395;
"undefined";"undefined";"undefined";"undefined";8;9;4;6;5-10;6;0;1;9;1;false;361;
"undefined";"undefined";"undefined";"undefined";6;4;1;13;10-15;5;8;1;1;1;true;366;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;1;8;1;false;371;
"undefined";"undefined";"undefined";"undefined";8;6;1;6;5-10;4;2;1;9;1;false;332;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;none;0;0;1;4;1;false;345;
"undefined";"undefined";"undefined";"undefined";8;2;3;3;0-5;2;1;1;7;1;false;428;
"undefined";"undefined";"undefined";"undefined";14;1;4;2;0-5;0;2;1;4;1;false;381;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;none;0;0;1;3;1;false;356;
"undefined";"undefined";"undefined";"undefined";6;8;3;15;10-15;10;5;1;9;1;false;343;
"undefined";"undefined";"undefined";"undefined";14;3;2;1;0-5;0;1;1;3;1;false;365;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;1;10;1;false;367;
"undefined";"undefined";"undefined";"undefined";8;3;2;9;5-10;3;6;1;2;1;false;389;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;1;8;1;false;355;
"undefined";"undefined";"undefined";"undefined";6;2;3;9;5-10;5;4;1;9;1;false;433;
"undefined";"undefined";"undefined";"undefined";6;7;2;13;10-15;9;4;1;4;1;false;433;
"undefined";"undefined";"undefined";"undefined";10;6;1;3;0-5;1;2;1;6;1;false;369;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;1;4;1;false;359;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;1;8;1;false;400;
"undefined";"undefined";"undefined";"undefined";10;4;1;3;0-5;0;3;1;8;1;false;376;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;1;7;1;false;438;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;0-5;1;0;1;10;1;false;398;
"undefined";"undefined";"undefined";"undefined";6;8;3;9;5-10;5;4;1;5;1;false;338;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;none;0;0;1;9;1;false;356;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;1;10;1;false;357;
"undefined";"undefined";"undefined";"undefined";6;1;4;7;5-10;0;7;1;8;1;false;440;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;10;1;false;433;
"undefined";"undefined";"undefined";"undefined";10;6;1;3;0-5;1;2;1;10;1;false;370;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;1;9;1;false;383;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;1;6;1;false;377;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;1;1;true;357;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;1;1;1;true;380;
"undefined";"undefined";"undefined";"undefined";18;1;4;1;0-5;0;1;1;10;1;false;374;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;1;7;1;false;388;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;1;7;1;false;330;
"undefined";"undefined";"undefined";"undefined";10;9;4;4;0-5;4;0;1;6;1;false;350;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;1;8;1;false;369;
"undefined";"undefined";"undefined";"undefined";10;9;4;2;0-5;2;0;1;2;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;7;2;12;10-15;4;8;1;6;1;false;417;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;none;0;0;1;7;1;false;370;
"undefined";"undefined";"undefined";"undefined";10;4;1;6;5-10;0;6;1;7;1;false;388;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;1;2;1;false;364;
"undefined";"undefined";"undefined";"undefined";8;4;1;11;10-15;6;5;1;10;1;false;373;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;none;0;0;1;3;1;false;398;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;none;0;0;1;8;1;false;376;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;none;0;0;1;4;1;false;421;
"undefined";"undefined";"undefined";"undefined";6;9;4;5;0-5;5;0;1;2;1;false;375;
"undefined";"undefined";"undefined";"undefined";8;3;2;5;0-5;2;3;1;10;1;false;399;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;none;0;0;1;5;1;false;362;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;1;8;1;false;357;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;none;0;0;1;5;1;false;392;
"undefined";"undefined";"undefined";"undefined";6;8;3;14;10-15;6;8;1;10;1;false;432;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;1;8;1;false;442;
"undefined";"undefined";"undefined";"undefined";6;3;2;11;10-15;4;7;1;3;1;false;417;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;none;0;0;1;10;1;false;364;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;3;1;false;377;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;1;10;1;false;373;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;1;8;1;false;361;
"undefined";"undefined";"undefined";"undefined";8;4;1;9;5-10;5;4;1;6;1;false;390;
"undefined";"undefined";"undefined";"undefined";14;8;3;2;0-5;2;0;1;7;1;false;386;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;1;4;1;false;395;
"undefined";"undefined";"undefined";"undefined";8;2;3;3;0-5;1;2;1;1;1;true;414;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;none;0;0;1;3;1;false;427;
"undefined";"undefined";"undefined";"undefined";14;3;2;1;0-5;1;0;1;8;1;false;372;
"undefined";"undefined";"undefined";"undefined";8;2;3;8;5-10;3;5;1;3;1;false;397;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;1;5;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;none;0;0;1;4;1;false;364;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;none;0;0;1;2;1;false;345;
"undefined";"undefined";"undefined";"undefined";8;1;4;3;0-5;0;3;1;8;1;false;408;
"undefined";"undefined";"undefined";"undefined";10;6;1;2;0-5;2;0;1;5;1;false;403;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;1;9;1;false;402;
"undefined";"undefined";"undefined";"undefined";6;1;4;8;5-10;0;8;1;6;1;false;373;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;none;0;0;1;9;1;false;344;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;none;0;0;1;6;1;false;350;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;5;1;false;396;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;1;4;1;false;404;
"undefined";"undefined";"undefined";"undefined";8;5;0;11;10-15;8;3;1;6;1;false;368;
"undefined";"undefined";"undefined";"undefined";10;6;1;3;0-5;1;2;1;8;1;false;381;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;none;0;0;1;3;1;false;380;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;1;4;1;false;368;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;1;1;1;true;381;
"undefined";"undefined";"undefined";"undefined";10;8;3;4;0-5;2;2;1;3;1;false;384;
"undefined";"undefined";"undefined";"undefined";6;5;0;14;10-15;10;4;1;10;1;false;545;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;4;1;false;370;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;1;4;1;false;440;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;1;2;1;false;723;
"undefined";"undefined";"undefined";"undefined";8;5;0;10;5-10;3;7;1;6;1;false;394;
"undefined";"undefined";"undefined";"undefined";10;9;4;2;0-5;2;0;1;10;1;false;397;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;none;0;0;1;5;1;false;365;
"undefined";"undefined";"undefined";"undefined";8;8;3;4;0-5;2;2;1;9;1;false;376;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;7;1;false;405;
"undefined";"undefined";"undefined";"undefined";8;3;2;7;5-10;5;2;1;9;1;false;405;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;none;0;0;1;5;1;false;366;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;none;0;0;1;2;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;7;2;4;0-5;4;0;1;2;1;false;371;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;none;0;0;1;6;1;false;436;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;1;3;1;false;379;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;10;1;false;373;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;none;0;0;1;7;1;false;372;
"undefined";"undefined";"undefined";"undefined";6;2;3;8;5-10;5;3;1;4;1;false;629;
"undefined";"undefined";"undefined";"undefined";6;4;1;13;10-15;9;4;1;6;1;false;544;
"undefined";"undefined";"undefined";"undefined";8;7;2;14;10-15;3;11;1;1;1;true;471;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;9;1;false;371;
"undefined";"undefined";"undefined";"undefined";6;6;1;10;5-10;5;5;1;1;1;true;425;
"undefined";"undefined";"undefined";"undefined";6;3;2;10;5-10;4;6;1;9;1;false;480;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;none;0;0;1;2;1;false;432;
"undefined";"undefined";"undefined";"undefined";6;8;3;12;10-15;7;5;1;7;1;false;428;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;none;0;0;1;4;1;false;443;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;none;0;0;1;5;1;false;390;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;none;0;0;1;3;1;false;370;
"undefined";"undefined";"undefined";"undefined";8;9;4;5;0-5;5;0;1;9;1;false;343;
"undefined";"undefined";"undefined";"undefined";8;7;2;12;10-15;9;3;1;2;1;false;407;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;none;0;0;1;1;1;true;352;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;none;0;0;1;1;1;true;374;
"undefined";"undefined";"undefined";"undefined";8;3;2;3;0-5;1;2;1;5;1;false;443;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;none;0;0;1;7;1;false;374;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;none;0;0;1;6;1;false;410;
"undefined";"undefined";"undefined";"undefined";8;6;1;7;5-10;3;4;1;9;1;false;440;
"undefined";"undefined";"undefined";"undefined";8;7;2;4;0-5;2;2;1;4;1;false;380;
"undefined";"undefined";"undefined";"undefined";8;3;2;3;0-5;3;0;1;4;1;false;454;
"undefined";"undefined";"undefined";"undefined";10;5;0;2;0-5;2;0;1;8;1;false;337;
"undefined";"undefined";"undefined";"undefined";8;4;1;4;0-5;2;2;1;3;1;false;381;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;none;0;0;1;4;1;false;389;
"undefined";"undefined";"undefined";"undefined";8;5;0;6;5-10;4;2;1;2;1;false;428;
