"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Empty_Lines;Distance_from_Center;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";8;5;0;0;1;8;1;false;677;
"undefined";"undefined";"undefined";"undefined";2;5;0;0;1;1;1;true;1065;
"undefined";"undefined";"undefined";"undefined";4;3;0;2;1;8;1;false;574;
"undefined";"undefined";"undefined";"undefined";2;2;2;3;1;10;1;false;682;
"undefined";"undefined";"undefined";"undefined";2;3;2;2;1;6;1;false;683;
"undefined";"undefined";"undefined";"undefined";2;5;2;0;1;6;1;false;1122;
"undefined";"undefined";"undefined";"undefined";8;5;1;0;1;10;1;false;673;
"undefined";"undefined";"undefined";"undefined";8;9;3;4;1;3;1;false;565;
"undefined";"undefined";"undefined";"undefined";8;6;2;1;1;7;1;false;628;
"undefined";"undefined";"undefined";"undefined";8;7;2;2;1;9;1;false;635;
"undefined";"undefined";"undefined";"undefined";2;1;3;4;1;1;1;true;689;
"undefined";"undefined";"undefined";"undefined";2;6;1;1;1;4;1;false;903;
"undefined";"undefined";"undefined";"undefined";8;5;2;0;1;5;1;false;738;
"undefined";"undefined";"undefined";"undefined";4;3;2;2;1;10;1;false;732;
"undefined";"undefined";"undefined";"undefined";6;6;2;1;1;3;1;false;612;
"undefined";"undefined";"undefined";"undefined";8;6;3;1;1;4;1;false;645;
"undefined";"undefined";"undefined";"undefined";2;1;0;4;1;3;1;false;707;
"undefined";"undefined";"undefined";"undefined";2;5;2;0;1;1;1;true;849;
"undefined";"undefined";"undefined";"undefined";2;6;0;1;1;1;1;true;1597;
"undefined";"undefined";"undefined";"undefined";6;1;3;4;1;2;1;false;582;
"undefined";"undefined";"undefined";"undefined";8;1;0;4;1;5;1;false;530;
"undefined";"undefined";"undefined";"undefined";6;7;1;2;1;3;1;false;577;
"undefined";"undefined";"undefined";"undefined";4;5;2;0;1;1;1;true;747;
"undefined";"undefined";"undefined";"undefined";6;9;1;4;1;5;1;false;557;
"undefined";"undefined";"undefined";"undefined";2;5;1;0;1;6;1;false;1215;
"undefined";"undefined";"undefined";"undefined";6;5;0;0;1;7;1;false;621;
"undefined";"undefined";"undefined";"undefined";6;5;3;0;1;10;1;false;923;
"undefined";"undefined";"undefined";"undefined";4;4;0;1;1;8;1;false;811;
"undefined";"undefined";"undefined";"undefined";4;7;2;2;1;3;1;false;770;
"undefined";"undefined";"undefined";"undefined";6;7;3;2;1;2;1;false;611;
"undefined";"undefined";"undefined";"undefined";2;4;0;1;1;6;1;false;1161;
"undefined";"undefined";"undefined";"undefined";2;7;0;2;1;3;1;false;1118;
"undefined";"undefined";"undefined";"undefined";8;1;3;4;1;9;1;false;522;
"undefined";"undefined";"undefined";"undefined";4;5;2;0;1;6;1;false;828;
"undefined";"undefined";"undefined";"undefined";2;4;3;1;1;7;1;false;1140;
"undefined";"undefined";"undefined";"undefined";2;9;2;4;1;2;1;false;593;
"undefined";"undefined";"undefined";"undefined";2;9;1;4;1;2;1;false;529;
"undefined";"undefined";"undefined";"undefined";8;2;0;3;1;10;1;false;487;
"undefined";"undefined";"undefined";"undefined";8;4;0;1;1;3;1;false;619;
"undefined";"undefined";"undefined";"undefined";2;2;3;3;1;1;1;true;798;
"undefined";"undefined";"undefined";"undefined";2;9;2;4;1;8;1;false;609;
"undefined";"undefined";"undefined";"undefined";6;6;0;1;1;3;1;false;674;
"undefined";"undefined";"undefined";"undefined";4;1;2;4;1;7;1;false;668;
"undefined";"undefined";"undefined";"undefined";4;2;3;3;1;6;1;false;619;
"undefined";"undefined";"undefined";"undefined";6;7;1;2;1;4;1;false;654;
"undefined";"undefined";"undefined";"undefined";6;8;0;3;1;4;1;false;640;
"undefined";"undefined";"undefined";"undefined";2;8;3;3;1;5;1;false;1006;
"undefined";"undefined";"undefined";"undefined";2;6;2;1;1;6;1;false;1195;
"undefined";"undefined";"undefined";"undefined";4;2;3;3;1;2;1;false;695;
"undefined";"undefined";"undefined";"undefined";2;3;3;2;1;8;1;false;932;
"undefined";"undefined";"undefined";"undefined";6;2;1;3;1;2;1;false;703;
"undefined";"undefined";"undefined";"undefined";6;7;3;2;1;7;1;false;830;
"undefined";"undefined";"undefined";"undefined";2;8;0;3;1;8;1;false;848;
"undefined";"undefined";"undefined";"undefined";2;2;3;3;1;3;1;false;1534;
"undefined";"undefined";"undefined";"undefined";8;9;3;4;1;5;1;false;570;
"undefined";"undefined";"undefined";"undefined";2;4;2;1;1;1;1;true;1148;
"undefined";"undefined";"undefined";"undefined";4;4;2;1;1;7;1;false;1551;
"undefined";"undefined";"undefined";"undefined";6;1;0;4;1;7;1;false;602;
"undefined";"undefined";"undefined";"undefined";4;5;1;0;1;5;1;false;793;
"undefined";"undefined";"undefined";"undefined";2;8;0;3;1;9;1;false;876;
"undefined";"undefined";"undefined";"undefined";6;3;3;2;1;3;1;false;859;
"undefined";"undefined";"undefined";"undefined";8;8;2;3;1;7;1;false;630;
"undefined";"undefined";"undefined";"undefined";2;2;0;3;1;2;1;false;897;
"undefined";"undefined";"undefined";"undefined";2;4;3;1;1;6;1;false;1251;
"undefined";"undefined";"undefined";"undefined";8;9;2;4;1;6;1;false;717;
"undefined";"undefined";"undefined";"undefined";6;2;2;3;1;7;1;false;1048;
"undefined";"undefined";"undefined";"undefined";4;7;3;2;1;9;1;false;837;
"undefined";"undefined";"undefined";"undefined";8;5;1;0;1;6;1;false;659;
"undefined";"undefined";"undefined";"undefined";6;3;1;2;1;10;1;false;712;
"undefined";"undefined";"undefined";"undefined";2;2;1;3;1;7;1;false;1491;
"undefined";"undefined";"undefined";"undefined";6;7;0;2;1;4;1;false;607;
"undefined";"undefined";"undefined";"undefined";2;9;1;4;1;9;1;false;676;
"undefined";"undefined";"undefined";"undefined";8;5;2;0;1;9;1;false;563;
"undefined";"undefined";"undefined";"undefined";6;5;3;0;1;9;1;false;683;
"undefined";"undefined";"undefined";"undefined";6;1;2;4;1;3;1;false;607;
"undefined";"undefined";"undefined";"undefined";4;5;3;0;1;3;1;false;694;
"undefined";"undefined";"undefined";"undefined";4;1;0;4;1;9;1;false;648;
"undefined";"undefined";"undefined";"undefined";2;7;1;2;1;9;1;false;671;
"undefined";"undefined";"undefined";"undefined";8;7;1;2;1;2;1;false;497;
"undefined";"undefined";"undefined";"undefined";6;8;0;3;1;3;1;false;565;
"undefined";"undefined";"undefined";"undefined";8;2;1;3;1;4;1;false;627;
"undefined";"undefined";"undefined";"undefined";6;6;0;1;1;4;1;false;573;
"undefined";"undefined";"undefined";"undefined";4;5;2;0;1;6;1;false;798;
"undefined";"undefined";"undefined";"undefined";8;8;1;3;1;10;1;false;539;
"undefined";"undefined";"undefined";"undefined";2;4;2;1;1;5;1;false;1111;
"undefined";"undefined";"undefined";"undefined";8;6;3;1;1;10;1;false;720;
"undefined";"undefined";"undefined";"undefined";6;2;3;3;1;9;1;false;562;
"undefined";"undefined";"undefined";"undefined";2;6;0;1;1;10;1;false;867;
"undefined";"undefined";"undefined";"undefined";6;7;0;2;1;6;1;false;572;
"undefined";"undefined";"undefined";"undefined";8;7;0;2;1;6;1;false;526;
"undefined";"undefined";"undefined";"undefined";8;3;3;2;1;6;1;false;798;
"undefined";"undefined";"undefined";"undefined";4;4;2;1;1;5;1;false;730;
"undefined";"undefined";"undefined";"undefined";2;1;2;4;1;9;1;false;620;
"undefined";"undefined";"undefined";"undefined";2;3;2;2;1;10;1;false;753;
"undefined";"undefined";"undefined";"undefined";2;9;3;4;1;5;1;false;648;
"undefined";"undefined";"undefined";"undefined";8;8;1;3;1;2;1;false;491;
"undefined";"undefined";"undefined";"undefined";4;2;2;3;1;7;1;false;660;
"undefined";"undefined";"undefined";"undefined";6;3;3;2;1;5;1;false;719;
"undefined";"undefined";"undefined";"undefined";2;4;1;1;1;4;1;false;1137;
"undefined";"undefined";"undefined";"undefined";4;4;2;1;1;10;1;false;796;
"undefined";"undefined";"undefined";"undefined";8;7;3;2;1;8;1;false;589;
"undefined";"undefined";"undefined";"undefined";8;8;3;3;1;2;1;false;667;
"undefined";"undefined";"undefined";"undefined";6;8;2;3;1;1;1;true;576;
"undefined";"undefined";"undefined";"undefined";4;6;2;1;1;1;1;true;1309;
"undefined";"undefined";"undefined";"undefined";6;4;3;1;1;4;1;false;719;
"undefined";"undefined";"undefined";"undefined";4;1;3;4;1;6;1;false;1496;
"undefined";"undefined";"undefined";"undefined";8;2;3;3;1;8;1;false;749;
"undefined";"undefined";"undefined";"undefined";2;8;2;3;1;7;1;false;1000;
"undefined";"undefined";"undefined";"undefined";8;3;1;2;1;3;1;false;578;
"undefined";"undefined";"undefined";"undefined";6;3;2;2;1;5;1;false;790;
"undefined";"undefined";"undefined";"undefined";4;1;0;4;1;3;1;false;1289;
"undefined";"undefined";"undefined";"undefined";4;8;0;3;1;8;1;false;653;
"undefined";"undefined";"undefined";"undefined";2;5;3;0;1;10;1;false;830;
"undefined";"undefined";"undefined";"undefined";6;1;3;4;1;4;1;false;711;
"undefined";"undefined";"undefined";"undefined";6;8;1;3;1;2;1;false;766;
"undefined";"undefined";"undefined";"undefined";2;4;0;1;1;7;1;false;1033;
"undefined";"undefined";"undefined";"undefined";6;8;3;3;1;1;1;true;663;
"undefined";"undefined";"undefined";"undefined";4;7;2;2;1;7;1;false;648;
"undefined";"undefined";"undefined";"undefined";4;6;3;1;1;4;1;false;804;
"undefined";"undefined";"undefined";"undefined";4;1;1;4;1;10;1;false;661;
"undefined";"undefined";"undefined";"undefined";2;5;0;0;1;9;1;false;1017;
"undefined";"undefined";"undefined";"undefined";6;4;0;1;1;10;1;false;720;
"undefined";"undefined";"undefined";"undefined";8;9;0;4;1;6;1;false;576;
"undefined";"undefined";"undefined";"undefined";8;9;1;4;1;2;1;false;518;
"undefined";"undefined";"undefined";"undefined";4;9;0;4;1;4;1;false;487;
"undefined";"undefined";"undefined";"undefined";2;9;2;4;1;10;1;false;620;
"undefined";"undefined";"undefined";"undefined";4;2;0;3;1;1;1;true;1212;
"undefined";"undefined";"undefined";"undefined";8;7;2;2;1;7;1;false;613;
"undefined";"undefined";"undefined";"undefined";8;1;3;4;1;10;1;false;539;
"undefined";"undefined";"undefined";"undefined";4;8;2;3;1;7;1;false;765;
"undefined";"undefined";"undefined";"undefined";6;7;0;2;1;9;1;false;482;
"undefined";"undefined";"undefined";"undefined";8;6;1;1;1;9;1;false;685;
"undefined";"undefined";"undefined";"undefined";8;2;0;3;1;2;1;false;658;
"undefined";"undefined";"undefined";"undefined";2;9;3;4;1;5;1;false;720;
"undefined";"undefined";"undefined";"undefined";6;1;3;4;1;10;1;false;624;
"undefined";"undefined";"undefined";"undefined";8;4;0;1;1;2;1;false;536;
"undefined";"undefined";"undefined";"undefined";2;7;3;2;1;5;1;false;1014;
"undefined";"undefined";"undefined";"undefined";6;3;0;2;1;4;1;false;490;
"undefined";"undefined";"undefined";"undefined";4;6;3;1;1;9;1;false;761;
"undefined";"undefined";"undefined";"undefined";4;4;0;1;1;9;1;false;849;
"undefined";"undefined";"undefined";"undefined";6;8;0;3;1;1;1;true;554;
"undefined";"undefined";"undefined";"undefined";2;8;2;3;1;10;1;false;707;
"undefined";"undefined";"undefined";"undefined";4;1;3;4;1;9;1;false;591;
"undefined";"undefined";"undefined";"undefined";6;7;1;2;1;3;1;false;562;
"undefined";"undefined";"undefined";"undefined";6;2;2;3;1;9;1;false;697;
"undefined";"undefined";"undefined";"undefined";6;3;3;2;1;3;1;false;855;
"undefined";"undefined";"undefined";"undefined";6;6;0;1;1;7;1;false;631;
"undefined";"undefined";"undefined";"undefined";6;2;0;3;1;8;1;false;719;
"undefined";"undefined";"undefined";"undefined";8;4;3;1;1;1;1;true;779;
"undefined";"undefined";"undefined";"undefined";8;4;2;1;1;3;1;false;647;
"undefined";"undefined";"undefined";"undefined";4;9;1;4;1;2;1;false;540;
"undefined";"undefined";"undefined";"undefined";6;8;3;3;1;3;1;false;657;
"undefined";"undefined";"undefined";"undefined";6;5;3;0;1;4;1;false;699;
"undefined";"undefined";"undefined";"undefined";4;2;1;3;1;4;1;false;603;
"undefined";"undefined";"undefined";"undefined";8;6;0;1;1;5;1;false;496;
"undefined";"undefined";"undefined";"undefined";6;9;3;4;1;1;1;true;490;
"undefined";"undefined";"undefined";"undefined";6;2;1;3;1;3;1;false;624;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;1;8;1;false;645;
"undefined";"undefined";"undefined";"undefined";8;5;2;0;1;1;1;true;617;
"undefined";"undefined";"undefined";"undefined";6;3;3;2;1;1;1;true;668;
"undefined";"undefined";"undefined";"undefined";4;9;2;4;1;7;1;false;538;
"undefined";"undefined";"undefined";"undefined";4;1;0;4;1;4;1;false;631;
"undefined";"undefined";"undefined";"undefined";6;4;2;1;1;7;1;false;608;
"undefined";"undefined";"undefined";"undefined";4;6;2;1;1;6;1;false;877;
"undefined";"undefined";"undefined";"undefined";2;3;0;2;1;1;1;true;892;
"undefined";"undefined";"undefined";"undefined";8;9;2;4;1;7;1;false;550;
"undefined";"undefined";"undefined";"undefined";2;3;1;2;1;8;1;false;699;
"undefined";"undefined";"undefined";"undefined";4;9;2;4;1;6;1;false;526;
"undefined";"undefined";"undefined";"undefined";4;3;1;2;1;8;1;false;711;
"undefined";"undefined";"undefined";"undefined";4;6;0;1;1;9;1;false;853;
"undefined";"undefined";"undefined";"undefined";4;8;0;3;1;9;1;false;562;
"undefined";"undefined";"undefined";"undefined";2;4;2;1;1;3;1;false;1128;
"undefined";"undefined";"undefined";"undefined";8;6;1;1;1;3;1;false;675;
"undefined";"undefined";"undefined";"undefined";4;6;2;1;1;9;1;false;837;
"undefined";"undefined";"undefined";"undefined";2;9;1;4;1;4;1;false;553;
"undefined";"undefined";"undefined";"undefined";6;3;2;2;1;5;1;false;660;
"undefined";"undefined";"undefined";"undefined";8;8;2;3;1;8;1;false;634;
"undefined";"undefined";"undefined";"undefined";6;9;0;4;1;7;1;false;547;
"undefined";"undefined";"undefined";"undefined";6;6;3;1;1;4;1;false;659;
"undefined";"undefined";"undefined";"undefined";4;5;1;0;1;7;1;false;809;
"undefined";"undefined";"undefined";"undefined";6;3;0;2;1;3;1;false;605;
"undefined";"undefined";"undefined";"undefined";8;8;3;3;1;6;1;false;553;
"undefined";"undefined";"undefined";"undefined";4;8;2;3;1;9;1;false;694;
"undefined";"undefined";"undefined";"undefined";2;9;0;4;1;2;1;false;669;
"undefined";"undefined";"undefined";"undefined";4;2;1;3;1;3;1;false;735;
"undefined";"undefined";"undefined";"undefined";2;4;3;1;1;6;1;false;1071;
"undefined";"undefined";"undefined";"undefined";4;5;0;0;1;5;1;false;652;
"undefined";"undefined";"undefined";"undefined";8;1;3;4;1;9;1;false;593;
"undefined";"undefined";"undefined";"undefined";2;1;2;4;1;2;1;false;603;
"undefined";"undefined";"undefined";"undefined";6;4;0;1;1;7;1;false;723;
"undefined";"undefined";"undefined";"undefined";2;1;3;4;1;6;1;false;619;
"undefined";"undefined";"undefined";"undefined";8;1;1;4;1;4;1;false;556;
"undefined";"undefined";"undefined";"undefined";4;3;2;2;1;8;1;false;762;
"undefined";"undefined";"undefined";"undefined";8;5;1;0;1;9;1;false;581;
"undefined";"undefined";"undefined";"undefined";8;2;1;3;1;4;1;false;532;
"undefined";"undefined";"undefined";"undefined";4;7;1;2;1;8;1;false;894;
"undefined";"undefined";"undefined";"undefined";2;7;2;2;1;7;1;false;947;
"undefined";"undefined";"undefined";"undefined";2;6;3;1;1;3;1;false;1178;
"undefined";"undefined";"undefined";"undefined";2;9;3;4;1;1;1;true;661;
"undefined";"undefined";"undefined";"undefined";4;4;3;1;1;8;1;false;799;
"undefined";"undefined";"undefined";"undefined";6;6;2;1;1;7;1;false;618;
"undefined";"undefined";"undefined";"undefined";8;7;2;2;1;8;1;false;524;
"undefined";"undefined";"undefined";"undefined";6;4;3;1;1;1;1;true;711;
"undefined";"undefined";"undefined";"undefined";2;2;3;3;1;1;1;true;701;
"undefined";"undefined";"undefined";"undefined";8;5;0;0;1;10;1;false;600;
"undefined";"undefined";"undefined";"undefined";6;7;2;2;1;2;1;false;568;
"undefined";"undefined";"undefined";"undefined";2;7;0;2;1;1;1;true;1005;
"undefined";"undefined";"undefined";"undefined";2;6;2;1;1;9;1;false;751;
"undefined";"undefined";"undefined";"undefined";6;5;0;0;1;1;1;true;544;
"undefined";"undefined";"undefined";"undefined";2;9;0;4;1;2;1;false;582;
"undefined";"undefined";"undefined";"undefined";4;9;2;4;1;7;1;false;614;
"undefined";"undefined";"undefined";"undefined";2;5;0;0;1;4;1;false;939;
"undefined";"undefined";"undefined";"undefined";4;7;3;2;1;3;1;false;752;
"undefined";"undefined";"undefined";"undefined";6;4;1;1;1;2;1;false;759;
"undefined";"undefined";"undefined";"undefined";4;4;3;1;1;4;1;false;1146;
"undefined";"undefined";"undefined";"undefined";8;2;0;3;1;10;1;false;563;
"undefined";"undefined";"undefined";"undefined";2;7;0;2;1;1;1;true;817;
"undefined";"undefined";"undefined";"undefined";2;7;0;2;1;7;1;false;860;
"undefined";"undefined";"undefined";"undefined";4;3;3;2;1;2;1;false;783;
"undefined";"undefined";"undefined";"undefined";2;8;1;3;1;10;1;false;805;
"undefined";"undefined";"undefined";"undefined";6;5;1;0;1;10;1;false;682;
"undefined";"undefined";"undefined";"undefined";2;8;1;3;1;10;1;false;675;
"undefined";"undefined";"undefined";"undefined";6;5;1;0;1;6;1;false;722;
