"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Overlap_Target;Distance_from_Center;Marked_Word_Length;Overlap_Above;Overlap_Above_Percent;Overlap_Below;Overlap_Below_Percent;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";14;5;3_51-75;0;30;19;63;19;63;1;7;1;false;460;
"undefined";"undefined";"undefined";"undefined";14;4;3_51-75;1;27;16;59;16;59;1;6;1;false;437;
"undefined";"undefined";"undefined";"undefined";6;7;1_0-25;2;3;0;0;0;0;1;7;1;false;475;
"undefined";"undefined";"undefined";"undefined";10;5;3_51-75;0;15;8;53;8;53;1;8;1;false;397;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;13;6;46;6;46;1;6;1;false;398;
"undefined";"undefined";"undefined";"undefined";6;2;1_0-25;3;3;0;0;0;0;1;3;1;false;529;
"undefined";"undefined";"undefined";"undefined";14;5;2_26-50;0;15;4;27;4;27;1;10;1;false;429;
"undefined";"undefined";"undefined";"undefined";6;2;3_51-75;3;11;8;73;8;73;1;2;1;false;454;
"undefined";"undefined";"undefined";"undefined";14;4;2_26-50;1;17;6;35;6;35;1;6;1;false;455;
"undefined";"undefined";"undefined";"undefined";6;8;3_51-75;3;8;5;63;5;63;1;8;1;false;403;
"undefined";"undefined";"undefined";"undefined";14;7;1_0-25;2;11;0;0;0;0;1;10;1;false;396;
"undefined";"undefined";"undefined";"undefined";14;2;2_26-50;3;15;4;27;4;27;1;10;1;false;508;
"undefined";"undefined";"undefined";"undefined";6;3;2_26-50;2;5;2;40;2;40;1;4;1;false;511;
"undefined";"undefined";"undefined";"undefined";10;3;2_26-50;2;14;7;50;7;50;1;3;1;false;494;
"undefined";"undefined";"undefined";"undefined";6;8;1_0-25;3;4;1;25;1;25;1;3;1;false;473;
"undefined";"undefined";"undefined";"undefined";14;5;2_26-50;0;22;11;50;11;50;1;9;1;false;571;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;5;2;40;2;40;1;10;1;false;476;
"undefined";"undefined";"undefined";"undefined";6;2;1_0-25;3;4;1;25;1;25;1;8;1;false;501;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;7;0;0;0;0;1;6;1;false;434;
"undefined";"undefined";"undefined";"undefined";10;2;1_0-25;3;7;0;0;0;0;1;2;1;false;471;
"undefined";"undefined";"undefined";"undefined";10;7;3_51-75;2;15;8;53;8;53;1;2;1;false;511;
"undefined";"undefined";"undefined";"undefined";10;7;1_0-25;2;9;2;22;2;22;1;9;1;false;439;
"undefined";"undefined";"undefined";"undefined";10;7;3_51-75;2;18;11;61;11;61;1;1;1;true;414;
"undefined";"undefined";"undefined";"undefined";6;6;1_0-25;1;3;0;0;0;0;1;8;1;false;422;
"undefined";"undefined";"undefined";"undefined";14;3;3_51-75;2;32;21;66;21;66;1;2;1;false;516;
"undefined";"undefined";"undefined";"undefined";10;5;3_51-75;0;14;7;50;7;50;1;9;1;false;628;
"undefined";"undefined";"undefined";"undefined";14;2;2_26-50;3;21;10;48;10;48;1;1;1;true;615;
"undefined";"undefined";"undefined";"undefined";14;5;1_0-25;0;14;3;21;3;21;1;9;1;false;490;
"undefined";"undefined";"undefined";"undefined";10;6;3_51-75;1;19;12;63;12;63;1;3;1;false;477;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;9;2;22;2;22;1;7;1;false;496;
"undefined";"undefined";"undefined";"undefined";14;5;2_26-50;0;18;7;39;7;39;1;1;1;true;428;
"undefined";"undefined";"undefined";"undefined";10;5;3_51-75;0;15;8;53;8;53;1;5;1;false;442;
"undefined";"undefined";"undefined";"undefined";6;7;3_51-75;2;11;8;73;8;73;1;9;1;false;438;
"undefined";"undefined";"undefined";"undefined";6;4;2_26-50;1;6;3;50;3;50;1;3;1;false;505;
"undefined";"undefined";"undefined";"undefined";6;3;1_0-25;2;3;0;0;0;0;1;9;1;false;513;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;11;4;36;4;36;1;1;1;true;579;
"undefined";"undefined";"undefined";"undefined";10;4;2_26-50;1;13;6;46;6;46;1;1;1;true;430;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;4;1;25;1;25;1;3;1;false;415;
"undefined";"undefined";"undefined";"undefined";10;2;2_26-50;3;14;7;50;7;50;1;2;1;false;456;
"undefined";"undefined";"undefined";"undefined";10;2;2_26-50;3;11;4;36;4;36;1;8;1;false;454;
"undefined";"undefined";"undefined";"undefined";10;3;3_51-75;2;15;8;53;8;53;1;6;1;false;446;
"undefined";"undefined";"undefined";"undefined";10;4;3_51-75;1;24;17;71;17;71;1;2;1;false;428;
"undefined";"undefined";"undefined";"undefined";10;6;1_0-25;1;8;1;13;1;13;1;1;1;true;419;
"undefined";"undefined";"undefined";"undefined";6;8;3_51-75;3;8;5;63;5;63;1;10;1;false;428;
"undefined";"undefined";"undefined";"undefined";14;2;1_0-25;3;11;0;0;0;0;1;9;1;false;444;
"undefined";"undefined";"undefined";"undefined";6;5;3_51-75;0;6;3;50;3;50;1;2;1;false;448;
"undefined";"undefined";"undefined";"undefined";14;7;2_26-50;2;17;6;35;6;35;1;5;1;false;438;
"undefined";"undefined";"undefined";"undefined";10;8;1_0-25;3;8;1;13;1;13;1;10;1;false;392;
"undefined";"undefined";"undefined";"undefined";14;3;3_51-75;2;25;14;56;14;56;1;9;1;false;454;
"undefined";"undefined";"undefined";"undefined";10;8;3_51-75;3;19;12;63;12;63;1;5;1;false;414;
"undefined";"undefined";"undefined";"undefined";6;5;2_26-50;0;4;1;25;1;25;1;9;1;false;426;
"undefined";"undefined";"undefined";"undefined";10;4;3_51-75;1;23;16;70;16;70;1;8;1;false;498;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;8;1;13;1;13;1;3;1;false;411;
"undefined";"undefined";"undefined";"undefined";10;6;2_26-50;1;14;7;50;7;50;1;4;1;false;427;
"undefined";"undefined";"undefined";"undefined";14;7;1_0-25;2;15;4;27;4;27;1;7;1;false;435;
"undefined";"undefined";"undefined";"undefined";10;3;1_0-25;2;8;1;13;1;13;1;7;1;false;431;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;12;5;42;5;42;1;5;1;false;414;
"undefined";"undefined";"undefined";"undefined";10;4;2_26-50;1;10;3;30;3;30;1;4;1;false;430;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;15;8;53;8;53;1;6;1;false;478;
"undefined";"undefined";"undefined";"undefined";10;8;2_26-50;3;13;6;46;6;46;1;7;1;false;445;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;5;2;40;2;40;1;7;1;false;565;
"undefined";"undefined";"undefined";"undefined";6;6;2_26-50;1;4;1;25;1;25;1;7;1;false;783;
"undefined";"undefined";"undefined";"undefined";6;2;3_51-75;3;10;7;70;7;70;1;10;1;false;469;
"undefined";"undefined";"undefined";"undefined";14;6;2_26-50;1;16;5;31;5;31;1;2;1;false;460;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;10;3;30;3;30;1;6;1;false;499;
"undefined";"undefined";"undefined";"undefined";14;6;3_51-75;1;24;13;54;13;54;1;8;1;false;484;
"undefined";"undefined";"undefined";"undefined";6;8;1_0-25;3;4;1;25;1;25;1;1;1;true;406;
"undefined";"undefined";"undefined";"undefined";14;8;3_51-75;3;26;15;58;15;58;1;2;1;false;524;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;9;2;22;2;22;1;5;1;false;481;
"undefined";"undefined";"undefined";"undefined";10;8;3_51-75;3;15;8;53;8;53;1;5;1;false;538;
"undefined";"undefined";"undefined";"undefined";14;4;3_51-75;1;32;21;66;21;66;1;3;1;false;516;
"undefined";"undefined";"undefined";"undefined";14;8;2_26-50;3;16;5;31;5;31;1;10;1;false;513;
"undefined";"undefined";"undefined";"undefined";10;3;1_0-25;2;7;0;0;0;0;1;1;1;true;511;
"undefined";"undefined";"undefined";"undefined";10;6;3_51-75;1;15;8;53;8;53;1;6;1;false;472;
"undefined";"undefined";"undefined";"undefined";14;2;3_51-75;3;31;20;65;20;65;1;5;1;false;504;
"undefined";"undefined";"undefined";"undefined";10;6;1_0-25;1;7;0;0;0;0;1;3;1;false;514;
"undefined";"undefined";"undefined";"undefined";14;5;1_0-25;0;14;3;21;3;21;1;5;1;false;495;
"undefined";"undefined";"undefined";"undefined";6;6;2_26-50;1;5;2;40;2;40;1;2;1;false;566;
"undefined";"undefined";"undefined";"undefined";6;3;2_26-50;2;5;2;40;2;40;1;6;1;false;564;
"undefined";"undefined";"undefined";"undefined";6;5;2_26-50;0;4;1;25;1;25;1;1;1;true;492;
"undefined";"undefined";"undefined";"undefined";14;3;3_51-75;2;25;14;56;14;56;1;5;1;false;493;
"undefined";"undefined";"undefined";"undefined";10;4;1_0-25;1;7;0;0;0;0;1;7;1;false;458;
"undefined";"undefined";"undefined";"undefined";14;3;1_0-25;2;14;3;21;3;21;1;4;1;false;485;
"undefined";"undefined";"undefined";"undefined";14;4;1_0-25;1;13;2;15;2;15;1;5;1;false;497;
"undefined";"undefined";"undefined";"undefined";14;5;3_51-75;0;39;28;72;28;72;1;3;1;false;530;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;8;1;13;1;13;1;4;1;false;475;
"undefined";"undefined";"undefined";"undefined";6;3;2_26-50;2;5;2;40;2;40;1;8;1;false;540;
"undefined";"undefined";"undefined";"undefined";6;5;1_0-25;0;4;1;25;1;25;1;10;1;false;471;
"undefined";"undefined";"undefined";"undefined";6;4;2_26-50;1;5;2;40;2;40;1;7;1;false;511;
"undefined";"undefined";"undefined";"undefined";14;8;1_0-25;3;13;2;15;2;15;1;4;1;false;471;
"undefined";"undefined";"undefined";"undefined";14;7;1_0-25;2;11;0;0;0;0;1;2;1;false;491;
"undefined";"undefined";"undefined";"undefined";10;3;3_51-75;2;22;15;68;15;68;1;3;1;false;510;
"undefined";"undefined";"undefined";"undefined";6;2;3_51-75;3;12;9;75;9;75;1;7;1;false;504;
"undefined";"undefined";"undefined";"undefined";14;4;1_0-25;1;14;3;21;3;21;1;8;1;false;485;
"undefined";"undefined";"undefined";"undefined";10;3;2_26-50;2;11;4;36;4;36;1;7;1;false;488;
"undefined";"undefined";"undefined";"undefined";6;3;3_51-75;2;11;8;73;8;73;1;7;1;false;473;
"undefined";"undefined";"undefined";"undefined";6;5;3_51-75;0;8;5;63;5;63;1;7;1;false;456;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;26;19;73;19;73;1;3;1;false;576;
"undefined";"undefined";"undefined";"undefined";14;3;3_51-75;2;44;33;75;33;75;1;9;1;false;559;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;11;4;36;4;36;1;7;1;false;510;
"undefined";"undefined";"undefined";"undefined";10;8;2_26-50;3;11;4;36;4;36;1;6;1;false;526;
"undefined";"undefined";"undefined";"undefined";14;8;3_51-75;3;29;18;62;18;62;1;6;1;false;490;
"undefined";"undefined";"undefined";"undefined";6;3;2_26-50;2;4;1;25;1;25;1;9;1;false;509;
"undefined";"undefined";"undefined";"undefined";14;3;3_51-75;2;28;17;61;17;61;1;3;1;false;520;
"undefined";"undefined";"undefined";"undefined";10;2;2_26-50;3;13;6;46;6;46;1;8;1;false;502;
"undefined";"undefined";"undefined";"undefined";6;6;2_26-50;1;6;3;50;3;50;1;10;1;false;455;
"undefined";"undefined";"undefined";"undefined";6;4;3_51-75;1;10;7;70;7;70;1;7;1;false;471;
"undefined";"undefined";"undefined";"undefined";10;7;1_0-25;2;9;2;22;2;22;1;4;1;false;427;
"undefined";"undefined";"undefined";"undefined";14;2;1_0-25;3;14;3;21;3;21;1;3;1;false;495;
"undefined";"undefined";"undefined";"undefined";10;8;1_0-25;3;8;1;13;1;13;1;6;1;false;464;
"undefined";"undefined";"undefined";"undefined";6;5;1_0-25;0;4;1;25;1;25;1;10;1;false;462;
"undefined";"undefined";"undefined";"undefined";10;7;3_51-75;2;17;10;59;10;59;1;3;1;false;451;
"undefined";"undefined";"undefined";"undefined";10;6;3_51-75;1;14;7;50;7;50;1;7;1;false;458;
"undefined";"undefined";"undefined";"undefined";6;2;2_26-50;3;6;3;50;3;50;1;2;1;false;438;
"undefined";"undefined";"undefined";"undefined";14;4;3_51-75;1;40;29;73;29;73;1;8;1;false;579;
"undefined";"undefined";"undefined";"undefined";6;2;3_51-75;3;8;5;63;5;63;1;4;1;false;534;
"undefined";"undefined";"undefined";"undefined";6;8;1_0-25;3;3;0;0;0;0;1;5;1;false;500;
"undefined";"undefined";"undefined";"undefined";6;4;3_51-75;1;6;3;50;3;50;1;4;1;false;480;
"undefined";"undefined";"undefined";"undefined";6;2;2_26-50;3;6;3;50;3;50;1;1;1;true;478;
"undefined";"undefined";"undefined";"undefined";14;3;3_51-75;2;43;32;74;32;74;1;9;1;false;479;
"undefined";"undefined";"undefined";"undefined";6;6;1_0-25;1;4;1;25;1;25;1;3;1;false;475;
"undefined";"undefined";"undefined";"undefined";10;7;3_51-75;2;24;17;71;17;71;1;6;1;false;469;
"undefined";"undefined";"undefined";"undefined";14;8;1_0-25;3;12;1;8;1;8;1;9;1;false;468;
"undefined";"undefined";"undefined";"undefined";14;4;1_0-25;1;13;2;15;2;15;1;5;1;false;528;
"undefined";"undefined";"undefined";"undefined";6;3;2_26-50;2;5;2;40;2;40;1;9;1;false;503;
"undefined";"undefined";"undefined";"undefined";6;5;3_51-75;0;10;7;70;7;70;1;9;1;false;498;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;8;1;13;1;13;1;4;1;false;515;
"undefined";"undefined";"undefined";"undefined";14;6;3_51-75;1;41;30;73;30;73;1;6;1;false;538;
"undefined";"undefined";"undefined";"undefined";10;4;2_26-50;1;10;3;30;3;30;1;4;1;false;422;
"undefined";"undefined";"undefined";"undefined";10;8;2_26-50;3;12;5;42;5;42;1;9;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;2;1_0-25;3;8;1;13;1;13;1;8;1;false;473;
"undefined";"undefined";"undefined";"undefined";10;3;3_51-75;2;22;15;68;15;68;1;2;1;false;469;
"undefined";"undefined";"undefined";"undefined";14;7;1_0-25;2;11;0;0;0;0;1;1;1;true;439;
"undefined";"undefined";"undefined";"undefined";10;7;2_26-50;2;12;5;42;5;42;1;1;1;true;432;
"undefined";"undefined";"undefined";"undefined";10;3;3_51-75;2;17;10;59;10;59;1;6;1;false;468;
"undefined";"undefined";"undefined";"undefined";14;6;3_51-75;1;39;28;72;28;72;1;1;1;true;493;
"undefined";"undefined";"undefined";"undefined";6;4;1_0-25;1;3;0;0;0;0;1;9;1;false;499;
"undefined";"undefined";"undefined";"undefined";14;2;1_0-25;3;12;1;8;1;8;1;8;1;false;442;
"undefined";"undefined";"undefined";"undefined";14;4;3_51-75;1;42;31;74;31;74;1;4;1;false;460;
"undefined";"undefined";"undefined";"undefined";10;7;1_0-25;2;9;2;22;2;22;1;6;1;false;405;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;5;2;40;2;40;1;1;1;true;430;
"undefined";"undefined";"undefined";"undefined";6;2;2_26-50;3;4;1;25;1;25;1;9;1;false;467;
"undefined";"undefined";"undefined";"undefined";10;8;1_0-25;3;7;0;0;0;0;1;3;1;false;445;
"undefined";"undefined";"undefined";"undefined";14;7;3_51-75;2;36;25;69;25;69;1;8;1;false;494;
"undefined";"undefined";"undefined";"undefined";6;6;3_51-75;1;8;5;63;5;63;1;9;1;false;531;
"undefined";"undefined";"undefined";"undefined";6;3;3_51-75;2;11;8;73;8;73;1;2;1;false;538;
"undefined";"undefined";"undefined";"undefined";6;5;3_51-75;0;10;7;70;7;70;1;10;1;false;484;
"undefined";"undefined";"undefined";"undefined";6;3;1_0-25;2;4;1;25;1;25;1;10;1;false;525;
"undefined";"undefined";"undefined";"undefined";10;4;3_51-75;1;19;12;63;12;63;1;3;1;false;491;
"undefined";"undefined";"undefined";"undefined";6;2;1_0-25;3;3;0;0;0;0;1;6;1;false;498;
"undefined";"undefined";"undefined";"undefined";14;6;2_26-50;1;21;10;48;10;48;1;9;1;false;518;
"undefined";"undefined";"undefined";"undefined";14;5;1_0-25;0;14;3;21;3;21;1;3;1;false;478;
"undefined";"undefined";"undefined";"undefined";10;6;2_26-50;1;12;5;42;5;42;1;10;1;false;472;
"undefined";"undefined";"undefined";"undefined";6;8;3_51-75;3;7;4;57;4;57;1;4;1;false;476;
"undefined";"undefined";"undefined";"undefined";10;4;1_0-25;1;8;1;13;1;13;1;5;1;false;851;
"undefined";"undefined";"undefined";"undefined";14;6;3_51-75;1;38;27;71;27;71;1;8;1;false;552;
"undefined";"undefined";"undefined";"undefined";14;8;2_26-50;3;15;4;27;4;27;1;8;1;false;422;
"undefined";"undefined";"undefined";"undefined";14;6;1_0-25;1;11;0;0;0;0;1;4;1;false;452;
"undefined";"undefined";"undefined";"undefined";6;8;2_26-50;3;5;2;40;2;40;1;2;1;false;441;
"undefined";"undefined";"undefined";"undefined";6;2;3_51-75;3;8;5;63;5;63;1;2;1;false;498;
"undefined";"undefined";"undefined";"undefined";14;4;3_51-75;1;25;14;56;14;56;1;8;1;false;476;
"undefined";"undefined";"undefined";"undefined";14;3;2_26-50;2;17;6;35;6;35;1;4;1;false;437;
"undefined";"undefined";"undefined";"undefined";10;4;3_51-75;1;17;10;59;10;59;1;8;1;false;508;
"undefined";"undefined";"undefined";"undefined";10;6;3_51-75;1;20;13;65;13;65;1;5;1;false;519;
"undefined";"undefined";"undefined";"undefined";14;8;1_0-25;3;14;3;21;3;21;1;8;1;false;498;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;24;17;71;17;71;1;5;1;false;532;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;17;10;59;10;59;1;6;1;false;452;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;6;3;50;3;50;1;3;1;false;489;
"undefined";"undefined";"undefined";"undefined";6;5;3_51-75;0;7;4;57;4;57;1;7;1;false;531;
"undefined";"undefined";"undefined";"undefined";14;7;3_51-75;2;35;24;69;24;69;1;8;1;false;508;
"undefined";"undefined";"undefined";"undefined";14;2;1_0-25;3;12;1;8;1;8;1;6;1;false;455;
"undefined";"undefined";"undefined";"undefined";6;8;3_51-75;3;11;8;73;8;73;1;5;1;false;466;
"undefined";"undefined";"undefined";"undefined";10;3;1_0-25;2;8;1;13;1;13;1;8;1;false;469;
"undefined";"undefined";"undefined";"undefined";14;8;2_26-50;3;15;4;27;4;27;1;2;1;false;464;
"undefined";"undefined";"undefined";"undefined";6;7;1_0-25;2;3;0;0;0;0;1;6;1;false;454;
"undefined";"undefined";"undefined";"undefined";14;6;2_26-50;1;19;8;42;8;42;1;4;1;false;500;
"undefined";"undefined";"undefined";"undefined";14;8;1_0-25;3;13;2;15;2;15;1;5;1;false;420;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;10;3;30;3;30;1;9;1;false;455;
"undefined";"undefined";"undefined";"undefined";6;4;1_0-25;1;3;0;0;0;0;1;10;1;false;512;
"undefined";"undefined";"undefined";"undefined";6;4;2_26-50;1;4;1;25;1;25;1;8;1;false;474;
"undefined";"undefined";"undefined";"undefined";14;3;1_0-25;2;14;3;21;3;21;1;6;1;false;427;
"undefined";"undefined";"undefined";"undefined";10;5;3_51-75;0;14;7;50;7;50;1;2;1;false;457;
"undefined";"undefined";"undefined";"undefined";10;2;2_26-50;3;9;2;22;2;22;1;4;1;false;454;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;16;9;56;9;56;1;7;1;false;513;
"undefined";"undefined";"undefined";"undefined";6;4;1_0-25;1;3;0;0;0;0;1;9;1;false;435;
"undefined";"undefined";"undefined";"undefined";14;7;3_51-75;2;43;32;74;32;74;1;2;1;false;531;
"undefined";"undefined";"undefined";"undefined";10;2;2_26-50;3;13;6;46;6;46;1;1;1;true;561;
"undefined";"undefined";"undefined";"undefined";6;3;1_0-25;2;4;1;25;1;25;1;8;1;false;550;
"undefined";"undefined";"undefined";"undefined";6;4;2_26-50;1;6;3;50;3;50;1;1;1;true;449;
"undefined";"undefined";"undefined";"undefined";14;5;3_51-75;0;28;17;61;17;61;1;6;1;false;483;
"undefined";"undefined";"undefined";"undefined";14;6;2_26-50;1;19;8;42;8;42;1;8;1;false;445;
"undefined";"undefined";"undefined";"undefined";10;6;3_51-75;1;14;7;50;7;50;1;6;1;false;486;
"undefined";"undefined";"undefined";"undefined";14;7;3_51-75;2;37;26;70;26;70;1;2;1;false;438;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;5;2;40;2;40;1;2;1;false;468;
"undefined";"undefined";"undefined";"undefined";6;6;1_0-25;1;3;0;0;0;0;1;1;1;true;476;
"undefined";"undefined";"undefined";"undefined";14;7;1_0-25;2;14;3;21;3;21;1;9;1;false;480;
"undefined";"undefined";"undefined";"undefined";6;4;3_51-75;1;11;8;73;8;73;1;10;1;false;480;
"undefined";"undefined";"undefined";"undefined";14;3;1_0-25;2;12;1;8;1;8;1;4;1;false;525;
"undefined";"undefined";"undefined";"undefined";6;6;3_51-75;1;7;4;57;4;57;1;2;1;false;509;
"undefined";"undefined";"undefined";"undefined";6;6;2_26-50;1;5;2;40;2;40;1;6;1;false;463;
"undefined";"undefined";"undefined";"undefined";10;3;3_51-75;2;17;10;59;10;59;1;1;1;true;516;
"undefined";"undefined";"undefined";"undefined";10;8;1_0-25;3;8;1;13;1;13;1;7;1;false;399;
"undefined";"undefined";"undefined";"undefined";14;2;3_51-75;3;30;19;63;19;63;1;9;1;false;478;
"undefined";"undefined";"undefined";"undefined";14;3;1_0-25;2;11;0;0;0;0;1;8;1;false;446;
"undefined";"undefined";"undefined";"undefined";6;4;1_0-25;1;3;0;0;0;0;1;8;1;false;575;
"undefined";"undefined";"undefined";"undefined";10;8;3_51-75;3;16;9;56;9;56;1;10;1;false;486;
"undefined";"undefined";"undefined";"undefined";10;8;2_26-50;3;12;5;42;5;42;1;3;1;false;506;
"undefined";"undefined";"undefined";"undefined";14;8;3_51-75;3;33;22;67;22;67;1;1;1;true;568;
"undefined";"undefined";"undefined";"undefined";14;7;2_26-50;2;16;5;31;5;31;1;2;1;false;471;
"undefined";"undefined";"undefined";"undefined";10;7;1_0-25;2;9;2;22;2;22;1;4;1;false;493;
"undefined";"undefined";"undefined";"undefined";14;2;1_0-25;3;12;1;8;1;8;1;6;1;false;536;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;21;14;67;14;67;1;8;1;false;453;
"undefined";"undefined";"undefined";"undefined";10;2;3_51-75;3;26;19;73;19;73;1;10;1;false;461;
"undefined";"undefined";"undefined";"undefined";14;8;1_0-25;3;12;1;8;1;8;1;3;1;false;476;
"undefined";"undefined";"undefined";"undefined";14;8;3_51-75;3;33;22;67;22;67;1;3;1;false;486;
"undefined";"undefined";"undefined";"undefined";10;4;2_26-50;1;10;3;30;3;30;1;1;1;true;485;
"undefined";"undefined";"undefined";"undefined";6;5;1_0-25;0;4;1;25;1;25;1;8;1;false;531;
"undefined";"undefined";"undefined";"undefined";6;4;3_51-75;1;7;4;57;4;57;1;3;1;false;473;
"undefined";"undefined";"undefined";"undefined";6;6;3_51-75;1;7;4;57;4;57;1;9;1;false;523;
"undefined";"undefined";"undefined";"undefined";6;7;1_0-25;2;3;0;0;0;0;1;3;1;false;474;
"undefined";"undefined";"undefined";"undefined";14;8;2_26-50;3;15;4;27;4;27;1;2;1;false;500;
"undefined";"undefined";"undefined";"undefined";6;7;1_0-25;2;3;0;0;0;0;1;4;1;false;519;
"undefined";"undefined";"undefined";"undefined";14;8;2_26-50;3;20;9;45;9;45;1;8;1;false;481;
"undefined";"undefined";"undefined";"undefined";10;6;2_26-50;1;11;4;36;4;36;1;4;1;false;426;
"undefined";"undefined";"undefined";"undefined";10;5;2_26-50;0;13;6;46;6;46;1;2;1;false;488;
"undefined";"undefined";"undefined";"undefined";10;4;2_26-50;1;14;7;50;7;50;1;7;1;false;529;
"undefined";"undefined";"undefined";"undefined";6;7;1_0-25;2;3;0;0;0;0;1;1;1;true;441;
"undefined";"undefined";"undefined";"undefined";10;7;1_0-25;2;7;0;0;0;0;1;3;1;false;478;
"undefined";"undefined";"undefined";"undefined";14;7;3_51-75;2;31;20;65;20;65;1;1;1;true;398;
"undefined";"undefined";"undefined";"undefined";10;6;1_0-25;1;9;2;22;2;22;1;1;1;true;388;
"undefined";"undefined";"undefined";"undefined";6;8;1_0-25;3;4;1;25;1;25;1;1;1;true;434;
"undefined";"undefined";"undefined";"undefined";10;6;3_51-75;1;19;12;63;12;63;1;10;1;false;491;
"undefined";"undefined";"undefined";"undefined";14;8;3_51-75;3;38;27;71;27;71;1;1;1;true;447;
"undefined";"undefined";"undefined";"undefined";10;3;2_26-50;2;13;6;46;6;46;1;7;1;false;509;
"undefined";"undefined";"undefined";"undefined";10;4;2_26-50;1;10;3;30;3;30;1;10;1;false;470;
"undefined";"undefined";"undefined";"undefined";10;7;3_51-75;2;23;16;70;16;70;1;5;1;false;464;
"undefined";"undefined";"undefined";"undefined";14;7;3_51-75;2;34;23;68;23;68;1;9;1;false;450;
"undefined";"undefined";"undefined";"undefined";6;2;1_0-25;3;3;0;0;0;0;1;3;1;false;576;
"undefined";"undefined";"undefined";"undefined";10;7;2_26-50;2;12;5;42;5;42;1;3;1;false;451;
"undefined";"undefined";"undefined";"undefined";10;7;3_51-75;2;16;9;56;9;56;1;5;1;false;433;
"undefined";"undefined";"undefined";"undefined";6;8;1_0-25;3;3;0;0;0;0;1;6;1;false;453;
"undefined";"undefined";"undefined";"undefined";14;5;3_51-75;0;37;26;70;26;70;1;1;1;true;505;
"undefined";"undefined";"undefined";"undefined";6;3;1_0-25;2;3;0;0;0;0;1;6;1;false;546;
"undefined";"undefined";"undefined";"undefined";10;5;1_0-25;0;7;0;0;0;0;1;9;1;false;467;
"undefined";"undefined";"undefined";"undefined";6;7;2_26-50;2;4;1;25;1;25;1;10;1;false;426;
"undefined";"undefined";"undefined";"undefined";6;4;1_0-25;1;4;1;25;1;25;1;5;1;false;455;
"undefined";"undefined";"undefined";"undefined";6;4;3_51-75;1;9;6;67;6;67;1;6;1;false;486;
"undefined";"undefined";"undefined";"undefined";6;3;2_26-50;2;4;1;25;1;25;1;9;1;false;623;
"undefined";"undefined";"undefined";"undefined";10;6;2_26-50;1;12;5;42;5;42;1;10;1;false;463;
"undefined";"undefined";"undefined";"undefined";10;3;1_0-25;2;8;1;13;1;13;1;5;1;false;495;
"undefined";"undefined";"undefined";"undefined";10;6;1_0-25;1;8;1;13;1;13;1;8;1;false;430;
"undefined";"undefined";"undefined";"undefined";14;2;2_26-50;3;17;6;35;6;35;1;2;1;false;481;
"undefined";"undefined";"undefined";"undefined";6;2;2_26-50;3;6;3;50;3;50;1;9;1;false;528;
"undefined";"undefined";"undefined";"undefined";14;2;2_26-50;3;20;9;45;9;45;1;10;1;false;494;
"undefined";"undefined";"undefined";"undefined";14;6;1_0-25;1;14;3;21;3;21;1;4;1;false;481;
"undefined";"undefined";"undefined";"undefined";10;2;2_26-50;3;11;4;36;4;36;1;10;1;false;479;
"undefined";"undefined";"undefined";"undefined";6;8;2_26-50;3;6;3;50;3;50;1;1;1;true;549;
"undefined";"undefined";"undefined";"undefined";6;6;1_0-25;1;4;1;25;1;25;1;4;1;false;503;
"undefined";"undefined";"undefined";"undefined";14;2;3_51-75;3;34;23;68;23;68;1;9;1;false;720;
"undefined";"undefined";"undefined";"undefined";6;2;1_0-25;3;4;1;25;1;25;1;4;1;false;486;
"undefined";"undefined";"undefined";"undefined";6;3;1_0-25;2;4;1;25;1;25;1;3;1;false;427;
